,title,company,salary,summary
0,Conseiller Commercial en Assurances – L'Arbresle (69) H/F,Groupama Rhône Alpes Auvergne,,"Par sa proximité et son ancrage territorial, Groupama Rhône-Alpes Auvergne se positionne comme un acteur majeur engagé qui investit dans la vie locale. Fidèle à son esprit mutualiste, Groupama protège et est à l'écoute de ses sociétaires. Notre raison d'être : permettre au plus grand nombre de construire leur vie en confiance.  Groupama compte 31 agences dans le Rhône et 112 conseillers qui prennent soin de nos 70 500 clients sociétaires. Et c'est à l'Arbresle que nous vous proposons de devenir Conseiller Commercial en Assurances / Banque. Vous bénéficiez d'un accompagnement terrain et d'une formation complète à nos produits, nos outils et nos techniques de vente.  Rattaché au Responsable de secteur, vous êtes au cœur de la relation client avec pour principales missions : développer votre portefeuille par la commercialisation d'offres adaptées dans le cadre d'une démarche globale : Assurance, Epargne, Vie, Banque et services associés, fidéliser vos clients et générer de la recommandation, participer activement à la vie locale dans un état d'esprit « commerçant », ce qui vous permet de vous créer des opportunités et de générer votre activité, participer aux opérations commerciales de promotion, en synergie avec vos collègues et notre réseau institutionnel. Profil Ce qui vous permettra de réussir … Expérience réussie dans le domaine commercial Compétences relationnelles et qualités d'écoute Sens du service client Goût du résultat Dynamisme et proactivité Sens de l'organisation  Mais ce qui compte vraiment, c'est votre énergie et votre volonté de servir le client, parce que, Chez Groupama, ce sont nos clients qui nous incitent à trouver toujours les meilleurs talents !  Ce que notre entreprise vous apportera… Un management de proximité Des challenges La possibilité d'évoluer Une rémunération attractive composée d'un fixe + variable non plafonné fonction de la performance  Le déroulement du recrutement… Un entretien avec Nadia Pélissier en charge du recrutement dans le Rhône ainsi qu'un rendez-vous avec le Responsable de Secteur et le Responsable du Département. Profil principal Commercial - Commercial-clientèle particuliers Type de contrat CDI Statut conventionnel appliqué/ Classe CCN Stés Assurance 27 mai 1992/Classe 3 Catégorie emploi Non cadre Localisation du poste Localisation du poste à pourvoir France, Auvergne-Rhône-Alpes, RHONE (69) Géolocalisation par zone Non Ville L'ARBRESLE Critères candidat Niveau d'études min. requis Bac+2 Niveau d'expérience min. requis 2 à 5 ans Groupama Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
1,Juriste Protection Juridique contentieux et exécution h/f,Aviva,,Pas de description
2,Business Analyst H/F,LCL,,"Type de métier Types de métiers Crédit Agricole S.A. - Systèmes d'information / Maîtrise d'Ouvrage Intitulé du poste Business Analyst H/F Type de contrat CDI Poste avec management Non Cadre / Non Cadre Cadre Missions La Direction des Systèmes d’Information de LCL a en charge l’ensemble des études informatiques de la Banque. Dans un univers bancaire et technologique en forte évolution, elle est un partenaire de premier ordre dans la transformation de l’entreprise et sert notre ambition de devenir la 1ère banque urbaine 100% digitale et 100% humaine. Notre force : la diversité, de nos domaines fonctionnels : monétique, assurances, finance, banque en ligne, paiement mobile, applications smartphone, … de nos technologies : digitalisation, dématérialisation, Big Data, Intelligence Artificielle, Cloud, Replatforming, et les technologies autour du mainframe Z/Os, de nos 600 collaborateurs partageant le même esprit d’entreprise. Pour favoriser cette diversité, la Direction Informatique de LCL a mis en place un dispositif de mobilité, qui permet à ses collaborateurs d’évoluer au fil de leur carrière, au sein des différentes équipes de la Direction, ou dans les autres entités du Groupe Crédit Agricole, favorisant ainsi l’enrichissement des compétences fonctionnelles et techniques. En tant que Business Analyst, vos missions principales seront de : être référent sur votre domaine fonctionnel, accompagner les métiers dans les phases de maturation des besoins, rédiger les cahiers des charges et spécifications fonctionnelles, évaluer les coûts et délais sur son périmètre, définir la stratégie de recette et en piloter la réalisation, gérer le périmètre applicatif (maintenances, incidents, solutions), coordonner et assurer la communication avec les métiers et les autres équipes. Vous êtes motivé(e) et intéressé(e) par les nouveaux enjeux bancaires. Vous souhaitez intégrer une équipe au service des métiers pour mener à bien nos projets. Rejoignez-nous ! Vous travaillerez dans un environnement motivant et dynamique, comprenant une activité riche et une diversité des technologies. Tous nos postes sont ouverts aux personnes en situation de handicap.  Localisation du poste Zone géographique Europe, France, Ile-de-France, 94 - Val-De-Marne Ville 10 place Oscar Niemeyer 94811 VILLEJUIF Cedex Critères candidat Niveau d'études minimum Bac + 3 / L3 Formation / Spécialisation Formation : Université / écoles d'ingénieurs / écoles de commerce Niveau d'expérience minimum 3 - 5 ans Expérience Expérience bancaire appréciée. Compétences recherchées Bon relationnel et bonne communication écrite et orale, Capacité à animer une réunion Ecoute, Capacité d'analyse, Esprit de synthèse, Capacité à travailler en équipe Autonomie, Capacité d'organisation Sens du service Capacité d'adaptation. il y a 29 jours - Continuer pour postuler Signaler l'offre"
3,Télé Expert en construction H/F,3C EXPERTISES,22 100 € - 23 400 € par an,"Description de l'entreprise : 3C est né du regroupement de 3 cabinets d'expertise technique spécialisés dans le domaine de la construction et répartis sur le territoire national : CEREC, CONSULTEX et CRISTALIS.  Composé d'hommes et de femmes de terrain, ingénieurs, architectes et techniciens bâtiment, notre équipe est animée d'une volonté de servir les assureurs confrontés aux sinistres construction avec compétence et efficacité.  Nos 150 collaborateurs défendent chaque jour nos valeurs : respect, honnêteté intellectuelle, efficacité, écoute et compétence technique.  Attentifs aux souhaits spécifiques de nos clients et de nos salariés, nous assurons une prestation optimale à toutes les étapes de l'expertise et ceci dans la maîtrise des coûts et des délais.  3C est membre du Groupe ADENES, leader de l'expertise en France sur plusieurs segments de marché.  Description du poste : 3C, acteur majeur de l'expertise technique spécialisé dans le domaine de la construction, recherche un TéléExpert en construction H/F dans le cadre de son développement pour son bureau de Rennes. Vous intégrez une équipe composée d'hommes et de femmes de terrain, ingénieurs, architectes et techniciens bâtiment.  Rattaché au responsable d'agence et après avoir reçu une formation interne à nos méthodes, en réponse aux missions confiées par les compagnies d'assurance, vos missions seront les suivantes :  Étudier et déterminer les circonstances du sinistre, par le biais de différents moyens d'expertise (télé-expertise, visio-expertise, expertise sur pièce) ; Analyser les responsabilités des parties engagées dans le sinistre ; Identifier les biens endommagés et chiffrer les dommages ; Indiquer les modalités de remise en état (remplacement ou réparation) aux sinistrés ; Réaliser un rapport d'expertise à destination de la compagnie et de l'assuré ; Contrôler des dossiers dans le cadre de la gestion confiée aux courtiers et porter assistance et conseil à tout intervenant sur les dossiers dont il a la responsabilité. Description du profil : Vous disposez d'une formation de niveau Bac +2/3 de type BTS Économiste de la construction, ou dans le domaine de l'assurance, du droit. Vous disposez d'une première expérience réussie dans le domaine de la relation client (mutuelle, banque) ou de la gestion de sinistres en compagnie d'assurance. Mener l'enquête ne vous fait pas peur.  Ce poste alliant technique, juridique et assurance, rigueur et pragmatisme seront nécessaires. Autonome sur vos interventions, ce métier est très riche en contact et nécessite d'être empathique et diplomate.  Rémunération 22100EUR à 23400EUR annuels, selon profil et expériences.  Vous bénéficiez de la mutuelle employeur et d'une carte ticket restaurant.  Le Groupe ADENES est engagé en faveur de l'égalité des chances pour les travailleurs en situation de handicap.  Vous vous reconnaissez dans ce profil Rejoignez-nous. ADENES Aujourd'hui - Continuer pour postuler Signaler l'offre"
4,Juriste (F/H),Natixis,,"Depuis plus de 35 ans, BPCE Factor, société d’affacturage du Groupe BPCE, soutient le développement commercial des TPE/PME/ETI en France et à l’International. Elle propose des solutions d’affacturage sur-mesure (financement, assurance-crédit, relance, recouvrement) adaptées aux différentes étapes de la vie d’une entreprise. BPCE Factor s’adresse principalement aux clients du Groupe et aux Courtiers. Elle est aujourd’hui la seule société d’affacturage en France à proposer un service client audité et certifié par Bureau Veritas Certification.  Poste et missions Au sein de la Direction Juridique et Contentieux, vous assurez les missions suivantes : En matière contentieuse Gérer les créances à l’encontre des clients et activer toute procédure de récupération nécessaire. Gérer les risques techniques, souvent juridiques qui affectent la qualité du produit ou de la prestation objets des factures cédées à BPCE Factor. Gérer tout conflit juridique avéré avec les clients. Gérer les créances à l’encontre des acheteurs qui induisent un risque quant au client. Répondre à tous les courriers, avis, saisies, actes signifiés par voie extra judiciaire afin de préserver les droits de BPCE Factor. Apporter tous concours juridiques aux Directions Clientèles quant à la prévention ou au suivi des risques. Proposer une stratégie amiable et/ou judiciaire assurant la meilleure défense des intérêts de BPCE Factor (en termes juridiques et économiques) au moindre coût (en termes financiers et de délai). Concilier une rotation rapide du stock de dossiers, un recouvrement efficace et une sécurité juridique. Gérer les relations avec les prestataires de services externes (sociétés de recouvrement, avocats…). Assurer l’interface comptable de l’évolution des risques suivis. En matière contractuelle Assurer la consultation et l’assistance juridique en interne sur les contrats. Assurer la gestion juridique des contrats, des cautions éventuelles et des procédures collectives. Veiller à la régularité sur le fond et sur la forme des différents supports contractuels entre BPCE Factor et ses clients. Recevoir et gérer les garanties qui grèvent le compte courant et ses sous comptes. Effectuer les opérations et soldes de tout compte des contrats grevés de sûretés (gérés ou non à la Direction Juridique et Contentieux) Apporter toute assistance et conseil aux conventions (harmonisation avec évolutions législatives, stratégiques, commerciales…) En matière de conseil Assurer la consultation et l’assistance juridique en interne sur les contrats en cours et notamment sur les risques clients. Assurer la veille juridique Participer aux formations juridiques de l’ensemble des collaborateurs, en fonction des besoins.  Profil et compétences requises De formation supérieure en droit des affaires et des contrats, vous justifiez d’une première expérience similaire dans le milieu bancaire et financier. Vos capacités rédactionnelles, d’analyse et de synthèse sont reconnues. Votre aisance relationnelle et votre sens de l’écoute client sont indispensables pour travailler avec les équipes clientèle et commerciales La maîtrise de l’anglais serait appréciée.  Informations complémentaires sur le poste Convention Collective de la Banque il y a 20 jours - Continuer pour postuler Signaler l'offre"
5,Assistant Clientèle (H/F) – Mérignac Mondésir,Caisse d'Epargne Aquitaine Poitou Charentes,,"Description de l'entreprise Vous souhaitez intégrer un Groupe en pleine transformation digitale ? Pour vous aussi, l’expertise métier au service de la satisfaction clients a du sens ? Alors rejoignez la Caisse d’Épargne Aquitaine Poitou Charentes, banque régionale coopérative, et participez à son développement commercial, technologique et humain, en intégrant une de nos agences sur le secteur de Mérignac. Vous intégrerez ainsi une entreprise qui met au cœur de sa stratégie la formation de ses collaborateurs, et qui a pour volonté de les accompagner dans le développement de leurs compétences. Poste et missions En tant qu'Assistant Clientèle, nous vous confierons un portefeuille de 550 clients. Votre principale mission sera de les conseiller et de développer la relation commerciale. Votre valeur ajoutée portera sur : - La gestion et le développement d’un portefeuille clients, tout en contribuant à l’atteinte des objectifs commerciaux et en respectant les normes de risques - La création d’un climat de confiance avec vos clients, en vous basant sur les valeurs de la Caisse d’Épargne : proximité, réactivité et expertise. - Le conseil apporté à vos clients sur tous les univers de besoins en banque et assurance lors de rendez-vous en face à face et à distance - L’accueil des clients, la détection de leurs besoins et l’orientation vers une solution adaptée, - Votre proactivité, en optimisant les bases de données, alertes et contacts directs des clients, - Votre agilité à utiliser les différents canaux de distribution (téléphone, mail, applications smartphone,…) - Votre capacité à maximiser la satisfaction de vos clients, dans le respect du contrat de relation instauré Profil et compétences requises Que vous soyez jeune diplômé (Bac+2 minimum) avec une spécialisation Banque/Finance ou Vente/Commerce, ou un commercial expérimenté ayant des notions bancaires, nous souhaitons vous rencontrer. Votre forte appétence commerciale, votre sens de l’organisation et de l’analyse associés à vos qualités relationnelles vous permettront de réussir dans cet emploi. De plus, la prise d’initiatives et votre envie de vous dépasser seront des atouts pour la réussite de votre projet professionnel et pour vous permettre d’évoluer rapidement au sein de la Caisse d’Épargne. Chacun de nos collaborateurs est suivi par un Conseiller en Ressources Humaines attitré qui définit avec lui sa trajectoire professionnelle. Informations complémentaires sur le poste Contrat CDD de plusieurs mois dans le cadre de remplacement congé maternité Contact RH : Lise CHOPIN-TEXIER Date de fin de publication : 30/04/2021 GROUPE BPCE il y a 14 jours - Continuer pour postuler Signaler l'offre"
6,ayant 2 à 3 ans minimum d’expérience en contentieux bancaire,Racine,,"Le département Banque-Finance-Assurance de Racine regroupe une douzaine d’avocats. Il se structure autour de quatre activités : le financement, le contentieux bancaire et financier, la réglementation bancaire, financière et assurantielle et la structuration de fonds de private equity. Pour accompagner son développement, il recherche un collaborateur (H/F) ayant une expérience de 2 à 3 ans minimum en cabinet d’affaires en matière de contentieux bancaire et commercial, avec une pratique réelle des voies d’exécution. Missions Dans le cadre du poste proposé, le collaborateur assistera l’associé en charge du contentieux bancaire et commercial dans la gestion quotidienne de ses dossiers, la préparation des écritures et la participation aux audiences. Profil Les candidats doivent être au minimum titulaires d’un troisième cycle type Master II de droit bancaire et financier ou de contentieux, arbitrage ou modes alternatifs des conflits et justifier d’une première expérience significative en contentieux des affaires. Une très bonne maîtrise de l’anglais juridique des affaires tant à l’écrit qu’à l’oral sera exigée. il y a 20 jours - Continuer pour postuler Signaler l'offre"
7,ALTERNANCE GESTIONNAIRE ASSURANCES SINISTRES AUTO ET IRD (H/...,Assurances Crédit Mutuel,,"Société ACM GIE  Nature du contrat Alternance Référence A039031  Localisation du poste STRASBOURG (67000) OU LILLE (59000) - BAS-RHIN, NORD Date de publication 11/04/2021  Niveau de formation BAC validé, BAC + 2 validé Niveau d'expérience Etudiant  Métier Assurances    ""Tous mobilisés!"" Découvrez comment nous vivons nos valeurs au quotidien...   Présentation de la société Depuis 1971, nous imaginons, concevons et orientons les offres et services qui contribuent au développement de l’activité assurance du Crédit Mutuel, inventeur du concept de bancassurance.  Les Assurances du Crédit Mutuel sont présentes sur les marchés des assurances de biens, de personnes comme de l’assurance-vie, et nous proposons des solutions innovantes à tous ceux qui désirent se protéger et anticiper demain. C’est notre philosophie pionnière, humaine et innovante qui guide nos actions et nos décisions. Loin de nous contenter d’assurer les risques auxquels font face nos assurés aujourd’hui, nous cherchons au quotidien à prévenir les risques futurs et à construire une assurance de demain plus juste. Les Assurances du Crédit Mutuel, c’est plus de 3 800 talents au service de plus 12,8 millions d’assurés générant un chiffre d’affaires de 10,4 milliards d’euros ce qui nous place parmi les acteurs majeurs de l’assurance et de la protection sociale en France.  Rejoindre les Assurances du Crédit Mutuel, c’est rejoindre une entreprise dans laquelle l’humain et son potentiel passent avant tout. C’est rejoindre un groupe qui porte haut et fort ses valeurs, un groupe de pointe dans lequel les innovations servent l’humain et dont la réussite se mesure à la satisfaction de ses salariés et de ses assurés. Mission Mission principale Le CNAM en partenariat avec les ACM, vous proposent d'intégrer la licence professionnelle Droit, économie, gestion mention Assurance, Banque, Finance : supports opérationnels, Conseiller, Souscripteur, Gestionnaire en Assurances, dans le cadre d'une alternance. Au sein de notre Direction des Indemnisations, vous intégrez une équipe dédiée à la gestion des sinistres automobile et habitation. Vous gérez au quotidien les sinistres dommages matériels et responsabilités civiles. Activités / Tâches spécifiques du poste Vous prenez en charge par téléphone les déclarations de sinistres et conseillez les clients. Vous étudiez les déclarations et analysez les garanties du contrat et les conventions applicables. Vous déterminez les responsabilités, les exonérations possibles Vous mettez en œuvre les procédures adéquates et adaptées au dossier : expertise, réparateurs agréés, devis, factures... Vous coordonnez et suivez le dossier avec les différents intervenants : service technique, experts, réparateurs... Vous présentez et suivez les recours auprès des compagnies adverses. Vous menez le dossier jusqu'à son terme : règlement des factures, remboursement au client, réponses personnalisées. . Profil Connaissances et compétences Vous êtes titulaire d'un diplôme de niveau Bac +2 et vous souhaitez poursuivre vos études dans le cadre de la Licence proposée par le CNAM. Vous maitrisez les outils de bureautique (Excel, Word, Powerpoint). Savoir-être - savoir-faire Vous êtes rigoureux, organisé et justifiez de bonnes capacités d'analyses et de synthèse. Vous disposez d'une aisance relationnelle, y compris au téléphone. Vous avez une bonne capacité d'écoute, vous faites preuve d'empathie et vous avez une forte aptitude à travailler en équipe. Vous justifiez d'une bonne expression orale et rédactionnelle. Vous faites preuve de curiosité intellectuelle. Vous êtes de nature dynamique et mettez de l'enthousiasme dans votre travail.  Ces alternances sont proposées à Strasbourg et à Lille. Avantages Rejoindre le groupe des Assurances du Crédit Mutuel c’est intégrer une entreprise innovante qui porte haut et fort les valeurs du mutualisme et qui place l'épanouissement et l'équilibre de vie de ses collaborateurs au cœur de ses préoccupations. Nos collaborateurs sont accompagnés tout au long de leur carrière par un investissement important en formation, et de nombreuses opportunités d’évolution. Nous leur offrons également un package de rémunération attractif (rémunération sur 13 mois, intéressement et participation + abondement, Plan épargne entreprise…) et de nombreux autres avantages à découvrir sur notre site internet (excellent système protection sociale, RTT, conditions bancaires et assurances préférentielles…) Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
8,Chargé d'analyse banque m.d H/F,Proman,,"En recherche d'une nouvelle opportunité de carrière ? Votre bureau Proman Expertise Banque Assurance recherche pour son client, un acteur du secteur bancaire, un Chargé d'analyse banque m.d (H/F). Vos missions seront les suivantes : Assurer l étude des demandes de financement ou d agrément partenaire, en cohérence avec la politique de risque et commerciale de l entreprise et du Partenaire. Assurer le traitement des dossiers confiés en fonction de son statut et de son niveau de délégation pour évaluer le risque. Renseigner les systèmes d informations de toutes les données utiles concernant le client et les opérations liées. Vérifier la fiabilité des données afin de rendre un avis pertinent et prendre les décisions dans le respect des normes et contraintes de délais imposées par le marché. Diligenter les enquêtes d approfondissement qui lui paraissent indispensables à l éclairage du risque sur les dossiers étudiés. Instruire les dossiers en recueillant les informations nécessaires auprès des clients, des partenaires, des banques, des prescripteurs etou des bases de données à disposition. Motiver les décisions auprès des interlocuteurs internes ou externes. Mettre en uvre les contrôles de 1er niveau auxquels il a été formé. Assurer éventuellement la mise en place et la vérification des calculs du plan des dossiers avant transmission pour décaissement. Veiller à la qualité des risques Partenaires. Veiller à la qualité des risques Partenaires et en cas de nécessité et par délégation, si son statut l autorise (Sénior), remplacer le responsable de secteur dans une ou plusieurs de ces fonctions. Proposer à la décision ou décide dans la limite des pouvoirs qui lui ont été délégués.  Pour plus d'offres d'emploi, téléchargez notre application myPROMAN intérimaires sur App Store ou Google Play.  Titulaire d'un BAC 2/3 validé avec en analyse Profil comptable / analyste Connaître les divers risques des opérations de marché : risque de fraude , de paiement, de marché, de contrepartie, de réputation il y a 4 jours - Continuer pour postuler Signaler l'offre"
9,PO - Product Owner H/F,Group onePoint,,"Notre mission est d’aider nos clients sur tout le cycle de vie d'un Produit : de la stratégie Produit (Product Strategist, market fit, organisation produit), à la mise en œuvre du Produit (Product Management et Product Ownership). Pour cela, nous avons recours aux meilleures approches du marché (Agile, Lean Start-Up, Design Thinking, …) que nous déclinons en fonction des contextes et besoins de nos clients. Notre chance, c’est de pouvoir développer cette activité en étant entourés de passionnés de l’innovation, du design, du digital, de la data, de l’intelligence artificielle et de technophiles. Le groupe onepoint et ses experts de hauts niveaux nous permettent de grandir et nous améliorer en continu sur toutes les dimensions connexes au Product Management : business model, expérience utilisateur, Design, User Interface, technologie, data analytics. Dans ce contexte, nous avons la conviction que la Culture Produit, inspirée par l’Agilité et les pratiques des start-up, doit se déployer largement dans toutes les organisations, qu’elles mènent leur projet en mode agile ou pas. Cette approche centrée sur les attentes des utilisateurs, la priorisation par la valeur délivrée, la responsabilisation sur l’ensemble du cycle de vie d’un produit, de sa conception à son utilisation… est porteuse de valeur pour nos clients. Tu penses qu’il faut privilégier la Culture Produit à la culture Projet ? Que les utilisateurs, les clients internes et externes ne sont pas assez au cœur des décisions ? Que la valeur délivrée doit être le principal indicateur de succès ? Tu rêves de renouveler les méthodes de travail avec des approches de Design Thinking, MVP, Business Model Canvas, UX … ? Onepoint accompagne ses clients pour concevoir et mettre en œuvre leur organisation produit afin de répondre aux enjeux de Time-to-Market, de Satisfaction, de Qualité… de leurs applications web, mobile, et plus généralement de leur système d’information. Qualifications Tu possède une expérience en assistance à maîtrise d’ouvrage ou bien tu es déjà Product Owner Tu fais preuve d’un très bon relationnel, de sens de l’écoute et de l’empathie Tu as l’esprit d’initiative et tu es naturellement force de proposition Tu as de bonnes connaissances sectorielles (énergie, banque, assurance, télécom, retail, luxe…) ou fonctionnelles (relation client, marketing, facturation, achats…) Le Digital n’a pas de secret pour toi…  En nous rejoignant, tu auras la chance de participer au défi de changer la manière de travailler de nos clients. Pour t'accompagner, nous avons mis en place un programme spécifique de formation afin de bien t'aguerrir à nos méthodes de travail. il y a 4 jours - Continuer pour postuler Signaler l'offre"
