,title,company,salary,summary
0,CONSEILLER-ERE CLIENTELE PARTICULIERS F/H – CARCASSONNE 11,Banque Populaire du Sud,,"Description de l'entreprise Le Groupe Banque Populaire du Sud est une banque coopérative régionale, appartenant au 2me groupe bancaire français (Banque Populaire Caisse d'Epargne). Par son implantation géographique, la BANQUE POPULAIRE DU SUD encourage par son dynamisme, les projets et réalisations participant au rayonnement de sa région. La Banque Populaire du Sud s'engage en faveur de la diversité et de la mixité. Nous recrutons sur vos compétences. Poste et missions Le conseiller de l’agence DUO gère les portefeuilles de clients particuliers uniquement à distance durant l’absence du conseiller habituel. Rattaché au DA de l’agence DUO, il collabore étroitement avec celui de l’agence à laquelle appartient le portefeuille. MISSIONS : Répondre aux différentes sollicitations des clients (téléphone et mails) Valoriser l’ensemble des canaux de distribution de la relation client (Tablette, internet, smartphone) ; faire la promotion du selfcare . Equiper en commercialisant l’ensemble des produits et service de 1er niveau.Développer et gérer un ou plusieurs portefeuilles de clients particuliers à distance en faisant progresser le nombre de clients actifs équipés assurés. Gérer le risque dans le respect de la conformité ACTIVITÉS : Préparer son activité commerciale afin d’obtenir des entretiens générés et ciblés. Déceler les projets et besoins de ses clients par des entretiens réguliers. Conseiller et équiper sa clientèle dans le cadre d’une approche globale privilégiant la multi vente. Instruire des dossiers de financement aux particuliers (prêts à la consommation et prêts immobiliers) .Assurer le suivi de la relation client, en faisant appel si besoin aux experts Utiliser le référencement, la prescription et le parrainage. Etablir le plan de contact commercial et exploiter le portefeuille de clients . Faire progresser le nombre de clients actifs équipés assurés. Déterminer les besoins financiers de ses clients et proposer une solution adaptée et décider dans le cadre de ses délégations. Veiller à la qualité des engagements, dans le respect de ses délégations. Détecter et gérer des situations précontentieuses simples. Respecter les aspects liés à la conformité. Prendre en charge un ou plusieurs portefeuilles en cas d’absence du titulaire Profil et compétences requises PRINCIPALES COMPÉTENCES ATTENDUES : TECHNIQUES : Produits, services et crédits de la gamme des particuliers / Techniques d’approche globale et de réponse aux besoins / Analyse risque / conformité / Sécurité / blanchiment / Circuits et procédures, règles de déontologie TRANSVERSALES : Alterner les modes de raisonnement / Analyser et résoudre / Avoir de l’autonomie / Savoir communiquer à l’oral et à l’écrit / Coopérer en transversal / Faire preuve d’une écoute active / Entretenir des relations / Etre force de persuasion / Prendre des décisions / Négocier et vendre / Posséder des compétences digitales FORMATIONS/ CERTIFICATIONS OBLIGATOIRES LIÉES AU MÉTIER : Certification AMF – Capacité Assurances Informations complémentaires sur le poste GROUPE BPCE il y a 22 jours - Continuer pour postuler Signaler l'offre"
1,Conseiller assurances emprunteur F/H,MAIF,,Pas de description
2,Collaborateur en Assurance (H/F),Agence AXA Gajewski Souche Ohanian,25 000 € - 28 000 € par an,"Collaborateur(trice) d'Agence D'Assurances Nous recherchons, pour notre agence un(e) collaborateur(trice) en CDI pour renforcer notre équipe en place sur les marchés des assurances du Particulier et du Professionnel. Composée de 11 personnes sur deux points de ventes à Marseille, notre agence accompagne ses clients tout au long de leur vie et leurs projets en assurance IARD, Vie, Santé et Prévoyance. Dans ce contexte, vous aurez pour mission principale de contribuer au développement commercial du portefeuille clients : - Accueil des clients et prospects ; - Développement du portefeuille existant : suivi, relances téléphoniques, fidélisation clients ; - Prospection téléphonique et prise de rendez-vous ; - Identification des besoins, conseil et accompagnement des clients tout au long de la vie de leurs dossiers ; - Elaboration de devis, gestion de contrats et souscriptions pour les clients Particuliers et Professionnels ; - Développement des services bancaires (Comptes courants et Crédits); QUALITES ET PREREQUIS INDISPENSABLES - Sens du service client ; - Orientation résultats ; - Capacité d'analyse et prise d’initiatives ; - Polyvalence et rigueur ; - Esprit d’équipe ; PROFIL RECHERCHE De formation Bac+2/3, idéalement en assurances ou en banque, vous avez de bonnes connaissances techniques et juridiques dans le domaine de l'assurance. Vous bénéficiez de véritables compétences commerciales et vos connaissances du marché et des produits d'assurances sont vos atouts. Une première expérience en Compagnie, Agence ou Cabinet de courtage serait appréciée. Poste à pourvoir immédiatement. Rémunération selon Profil. Type d'emploi : Temps plein, CDI Salaire : 23 000,00€ à 28 000,00€ par an + variable Mots-clés similaires: assurance Type d'emploi : Temps plein, CDI Salaire : 25 000,00€ à 28 000,00€ par an Avantages : Épargne salariale Horaires : Du Lundi au Vendredi Travail en journée Rémunération supplémentaire : Primes Formation: Bac +2 (BTS, DUT, DEUG) (Obligatoire) Télétravail: Non Précautions contre le COVID-19: Équipement de protection individuel fourni ou requis Protection en plastique sur les postes de travail Il y a plus de 30 jours Signaler l'offre"
3,CONSEILLER-ERE CLIENTELE – FONT-ROMEU – CDI,Banque Populaire du Sud,20 000 € - 35 000 € par an,"Description de l'entreprise Travailler au sein de la Banque Populaire du Sud, c’est choisir un Groupe qui évolue dans un écosystème ouvert avec plus de 2000 collaborateurs au service de près de 500 000 clients, particuliers, professionnels et entreprises. C’est bénéficier de l’ensemble des terrains de jeux offerts avec de riches expériences et de nombreux parcours et potentiels d’évolution. Et c’est aussi adhérer aux nombreux engagements qui donnent du sens à nos métiers comme la RSE, la mixité et la diversité ou encore le sport. Poste et missions Un poste qui vous correspond... Etes-vous prêt à être l'un des Conseillers de clientèle de la Succursale Cerdagne-Capcir? Vous intègrerez une des agences de la Succursale: Font-Romeu, Les Angles ou Bourg-Madame/Saillagouse. Vous ferez partie d'une équipe composée de Conseillers de clientèle et d'un Directeur d'agence. Vous pourrez occuper un poste soit de Conseiller d'accueil, soit de Conseiller de Clientèle (Particuliers, Financier ou Professionnels), en fonction de votre profil et de votre expérience professionnelle. Vous aurez l'opportunité de travailler dans un environnement dynamique au sein d'une équipe jeune où la polyvalence sera de mise. Si vous êtes Conseiller d'accueil, dans le cadre de vos missions, vous accueillerez et conseillerez les clients. Vous commercialiserez les produits de base de banque et assurance. Vous traiterez les opérations et accompagnerez les clients vers l'utilisation du Libre Service Bancaire (LSB). Et vous développerez et gèrerez un portefeuille de clients en veillant à faire progresser le nombre de clients actifs équipés assurés. Si vous devenez Conseiller de Clientèle, dans le cadre de vos missions, vous gèrerez et développerez un portefeuille de clients particuliers, ou bien à dominante haut de gamme, ou une clientèle de professionnels, dans un souci de sécurité et de rentabilité. Après une prise en main du poste, des outils et des procédures internes, vous serez en mesure de travailler en autonomie et de commercialiser les produits et services de la BPS. Si vous êtes performant, cette expérience vous permettra d'évoluer vers des métiers de Conseillers de Clientèle spécialisés et à plus long terme, de Manager. Profil et compétences requises Vos talents nous intéressent! Si vous détenez un BAC+2 ou plus, si vous êtes organisé, rigoureux, doté d'un esprit d'équipe, que vous maîtrisez les techniques bancaires et assurances ainsi que les techniques de ventes, le poste est fait pour vous... Et si vous êtes à l'aise avec le digital, que vous aimez les chalenges, que vous adorez la relation clientèle, et que vous détenez une expérience en banque-assurance, alors, rejoignez-nous! Si votre candidature est sélectionnée, vous serez invité à effectuer un premier entretien vidéo puis, si votre profil est retenu, nous aurons le plaisir de vous rencontrer en entretien. Accompagnement et formations - Perspectives de carrière - Salaire: entre 20K€ et 35K€ selon expérience et poste - Tickets restaurant - Mutuelle d'entreprise - Intéressement + Participation - Rémunération variable. A vous de jouer, postulez en ligne! Informations complémentaires sur le poste GROUPE BPCE il y a 22 jours - Continuer pour postuler Signaler l'offre"
4,Conseiller clientèle banque secteur Montbrison (H/F),Manpower,,"L'entreprise Bonjour,  Je suis Marine sur votre agence de Montbrison.  Je recherche pour un groupe bancaire français reconnu, un Chargé d'accueil en banque (H/F) dans le cadre d'une mission sur MONTBRISON (secteur large Montbrisonnais). Les missions Vous avez le sens du résultat, de l'organisation et de l'analyse? Alors postulez, pour rejoindre ce groupe bancaire français !  Au sein de l'agence bancaire, vous aurez pour responsabilité :  D'accueillir le client et de l'orienter vers le bon interlocuteur De repérer et exploiter toutes les opportunités commerciales, qu'elles soient issues des bases de données ciblées, des alertes, ou des contacts directs avec les clients De collecter tout document utile à la gestion administrative de la vente et à la fiabilisation des données clients De gérer les réclamations en y apportant une réponse de premier niveau  Horaires de journée, du mardi au samedi. Le profil Conseiller et accompagner les clients, c'est dans votre ADN ?  Une expérience réussie en relation client en banque assurance est exigée. Sens du résultat, de l'organisation, et de l'analyse associés à vos qualités relationnelles vous permettront de réussir sur ce poste.  Intéressé(e) ? C'est parti ! Postulez directement à l'annonce en ligne ou contacter l'agence au 04 77 96 37 00 !  A bientôt chez Manpower !!  Marine Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap il y a 2 jours - Continuer pour postuler Signaler l'offre"
5,Chargé d'études FTTH H/F,Extia,,"Intégré directement chez un de nos clients, ou au sein d’un de notre Bureau d'Études Télécom, vous réaliserez des études de câblages et d’audits travaux sur le réseau structurant et dans les immeubles. Votre travail aura pour but la mise en place d’infrastructures de fibre optique, de la conception du cheminement de la fibre optique au positionnement des points d'accès abonnés. En fonction de votre expertise, de votre contexte mission et de vos affinités, vous pourrez être amené à : Récupérer, lire et analyser les relevés terrain et autre documents nécessaires à la réalisation des dossiers techniques FTTH, et vérifier le respect des règles d'ingénierie de conception ad hoc et leur complétude, Concevoir, analyser et mettre à jour les bases de données du référentiel client en y intégrant toutes les nouvelles données tierces permettant de réaliser la conception du réseau FFTH (DOE, Dossier Immeuble, Plan de câblage, Synoptique...), Vous assurer de la cohésion des projections de l’ensemble des données, Réaliser les études permettant la conception de l’architecture des réseaux fibre optique en adéquation avec le cahier des charges client, Concevoir les schémas et les plans des futurs ouvrages FTTH ou des évolutions des ouvrages existants sous SIG (plans de tirage de câble et de raccordement BPE (boitiers optiques), Fournir des livrables de qualité, respectueux du formalisme défini avec le client (APS, APD, DOE). Profil recherché Vous êtes titulaire d'un diplôme en télécoms ou en urbanisme/aménagement du territoire et vous disposez d’une première expérience en cartographie de réseaux (télécom, gaz, électricité…) qui vous a permis d’acquérir des compétences solides en géomatique, Vous disposez également de connaissances SIG (QGIS, ArcGIS, etc.), La maîtrise des progiciels Orange (IPON, Optimum, Geofibre) et/ou de COMAC (Camelia) est un vrai plus, Vous maitrisez Excel. Depuis fin 2018, la ville rose a tourné à l'orange ! Aujourd'hui ce sont plus d'une trentaine d'Extiens qui font grandir et dynamisent l'agence entre Communautés Métier Agile et Infrastructures qui rassemblent nos Extiens passionnés, petits verres Toulousains et autres événements. Incroyable mais vrai, il n'y a pas que l'aéronautique à Toulouse, fana d'avions mais pas que, nous accompagnons aussi des clients dans la Banque Finance Assurance, les Télécoms, le Retail et l'Industrie. Chez eux, nous intervenons exclusivement dans le domaine IT (développeurs, métiers de l'infrastructure, chefferie de projet, métiers de la data). Que vous disiez Chocolatine ou non, que vous soyez fan du TFC (courage...) ou non, que le stade Toulousain vous fasse rêver ou pas encore, nous vous attendons, alors embarquez dans l'aventure ! #LI-SJ il y a 1 jour - Continuer pour postuler Signaler l'offre"
6,Alternant Master - Banque Privée Limoges F/H,Crédit Agricole Régions Centre,,"Descriptif du poste: Présent dans plus de 50 pays, avec 49 millions de clients et 150.000 collaborateurs, le Groupe Crédit Agricole se place parmi les tous premiers acteurs bancaires en Europe. Il est le leader de la banque universelle de proximité en France.  La Caisse régionale du Centre Ouest fait partie des 39 Caisses régionales du Crédit Agricole. Composée de 82 agences, 250.000 clients et plus de 950 collaborateurs, elle s'impose comme un acteur économique majeur du territoire. La Caisse régionale Centre Ouest est présente sur deux départements (Indre et Haute-Vienne).  Dans le cadre de son développement, le Crédit Agricole Centre Ouest recherche : Un Alternant de niveau Master qui sera rattaché à la Banque Privée de Limoges (H/F).  Vous préparez à la rentrée prochaine un Master 2 Banque Assurance en gestion patrimoniale.  Vous aurez pour principales missions :  Relation avec clients haut de gamme sur leurs besoins bancaires quotidiens : opérations courantes de la banque au quotidien (moyens de paiement/ opérations sur comptes/ applications/ mise à jour des dossiers)  Utilisation de Big Expert pour contribuer à des études patrimoniales (assistance préparatoire pour les conseillers privés)  Contribution à la mise en conformité dans le cadre de la réglementation « know your customers » (kyc) du portefeuille de client de la Banque Privée  Profil recherché: Impérativement titulaire d'un diplôme de niveau Bac+4, vous préparez à la rentrée prochaine un Master 2 Banque Assurance avec une spécialisation en gestion patrimoniale. Les compétences et qualités suivantes vous permettront de mener à bien vos missions : Maîtrise et appétence pour les outils bureautiques (Excel, Word, Powerpoint) Intérêt pour la gestion de patrimoine : aspects juridiques (transmission, succession, régimes matrimoniaux), aspects fiscaux. Rigueur, discrétion, organisation  Entreprise: Leader de la banque universelle de proximité en France (banque d'un particulier sur trois et d'une entreprise sur deux), le Crédit Agricole est également en Europe leader de la banque de proximité, premier gestionnaire d'actifs et premier bancassureur. Apec.fr il y a 1 jour - Continuer pour postuler Signaler l'offre"
7,Conseiller(ère) clientèle en assurance H/F,LEO ET ASSOCIES,2 000 € - 3 500 € par mois,"Avez-vous besoin de nouvelles aventures, de nouveaux challenges dans le domaine de l’assurance ? Souhaitez-vous intégrer une équipe avec un esprit familiale ? LEO ET ASSOCIES est fait pour vous ! Dans le cadre de notre développement, nous sommes à la recherche d’un(e) conseiller(e) clientèle particuliers confirmé(e) et expérimenté(e). Commercial(e) sédentaire, vous serez chargé(e) de créer une vraie relation de confiance et de proximité avec vos clients. Vos missions : - Etre le premier contact clients (téléphonique et physique dans l'agence) - Conseiller vos clients sur des produits adaptés à leurs besoins en assurances et les protéger des risques sur le patrimoine et les personnes : auto, habitation, prévoyance, retraite, santé - Développer votre portefeuille clients via des actions de fidélisation et la prospection - Assurer la gestion des contrats d’assurance : élaborer les devis, gérer la vie des contrats, établir les contrats en fonction des risques et de la réglementation, suivre les demandes avec la compagnie d'assurances AXA - Participer à l'innovation avec AXA Banque 20 Profil souhaité: - Expérience : 3 ans d’expérience en gestion de portefeuille clients particuliers - Formation : Titulaire d'un Bac +2 en assurance minimum - Qualités professionnelles : Commercial(e), technique, autonome et proactif (ve), vous êtes aguerri(e) aux méthodes de vente et de négociation. Vous avez le goût des relations humaines, le sens du conseil et la culture du résultat. Salaire attractif, motivant, négociable en fonction du profil et de l'expérience : entre 2000€ et 3500€ (salaire fixe + variable non plafonné) Avantages salariaux : mutuelle santé, prévoyance, titres restaurant Type d'emploi : CDI Salaire : 2 000,00€ à 3 500,00€ par mois Avantages : Titre-restaurant Horaires : Du Lundi au Vendredi Télétravail: Non il y a 8 jours Signaler l'offre"
8,OFFRES D'ALTERNANCE AU CIC IDF (H/F),CREDIT INDUSTRIEL ET COMMERCIAL,,"Présentation de la société Site Internet : www.cic.fr  Banque de premier plan en France comme à l'international, le groupe CIC valorise un modèle de banque universelle, qui conjugue tous les métiers de la finance, et de l'assurance, la solidité financière et une stratégie de croissance durable. Le CIC, holding et banque de réseau sur la région parisienne, fédère 5 banques régionales et les filiales spécialisées sur tous les métiers de la finance et de l'assurance. L'activité est organisée autour de 5 métiers : La banque de détail concentre toutes les activités, bancaires ou spécialisées, La banque privée développe un savoir-faire en matière de gestion financière et d'organisation patrimoniale, la banque de financement regroupe le financement des grandes entreprises et clients institutionnels, les financements à valeur ajoutée (exports, de projets et d'actifs), l'international et les succursales étrangères, les activités de marché comprennent les activités de taux , actions et dérivés, et l'intermédiation bancaire Le capital-développement réunit les activités de prises de participations, de conseil en fusions-acquisitions et d'ingénierie financière et boursière. Mission Prenez votre place au sein des agence CIC en IDF !  Nous recherchons, dans le cadre de notre campagne alternance, nos futurs apprenti(e)s pour la rentrée de septembre 2021. A ce titre, vous serez accompagnés d’un maître d'apprentissage ou tuteur tout au long de votre formation avec le Groupe Crédit Mutuel Alliance Fédérale.  Profil Et si c’était vous ?  Vous allez préparer une Licence, un Master 1 ou 2 en alternance avec une spécialisation en Banque.  Vous avez une appétence commerciale, une bonne culture financière/bancaire et aimez les challenges. Vous êtes proactif et force de proposition. Vous souhaitez évoluer dans un Groupe dynamique pouvant vous offrir des perspectives d’évolutions ? N’hésitez plus, rejoignez-nous ! De nombreux postes sont à pourvoir dans nos agences CIC et CIC Banque Privée, en tant que chargé de clientèle particuliers, chargé d’affaires professionnels et conseiller patrimonial, juste un clic et vous y êtes.  Au CIC, nous sommes convaincus que c’est en faisant qu’on apprend. Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse CIC FR Aujourd'hui - Continuer pour postuler Signaler l'offre"
9,Auditeur stagiaire (H/F),Deloitte,,"Stages (4 à 6 mois) à pourvoir en septembre 2021 et janvier 2022  Convaincus que l'audit est essentiel et porteur de sens pour la société, nous avons l'ambition de préparer activement l'avenir de notre profession pour les prochaines décennies.  Pour y parvenir, nous devons recruter les leaders de demain et leur offrir une variété de missions et parcours au sein de la firme. Ainsi, nous encourageons les mobilités, favorisons les passerelles entre nos différents métiers et les échanges avec le réseau Deloitte, pour enrichir l'expérience de nos collaborateurs et créer des opportunités d'évolution professionnelle.  Construisons ensemble l'audit de demain.  En accompagnant nos équipes d'auditeurs, vous participerez à des missions variées : audit légal et missions spéciales dans les secteurs Industrie & Services et Banque & Assurance, tant auprès d'importantes sociétés cotées à dimension internationale qu'auprès de petites et moyennes entreprises régionales à fort potentiel de croissance, et selon différents référentiels : français, IFRS, US GAAP. Votre parcours : En rejoignant Deloitte, vous aurez l'opportunité de développer un set de compétences, partagées avec notre réseau international, et structurées autour des dimensions suivantes : leadership, métier et spécialité. Grâce aux missions variées auxquelles vous participerez et au programme de formations proposé, vous pourrez renforcer progressivement ces compétences, en acquérir de nouvelles et progresser ainsi au sein de notre firme.  Votre Profil Vous êtes étudiant(e) en dernière année ou année de césure de grande école de commerce, d'ingénieurs ou de formation universitaire. Rigoureux(se) et doté(e) d'un esprit d'initiative efficace, vous savez travailler en autonomie. Vous faites preuve d'un bon sens relationnel et d'un excellent niveau de communication tant d'un point de vue écrit qu'oral. Vous maîtrisez bien l'anglais (oral et écrit). Postes basés à Lyon. il y a 2 jours - Continuer pour postuler Signaler l'offre"
