,title,company,salary,summary
0,Ingénieur Système IDZ H/F,LCL,,"Type de métier Types de métiers Crédit Agricole S.A. - Systèmes d'information / Maîtrise d'Ouvrage Intitulé du poste Ingénieur Système IDZ H/F Type de contrat CDI Poste avec management Non Cadre / Non Cadre Cadre Missions La Direction des Systèmes d’Information de LCL a en charge l’ensemble des études informatiques de la Banque. Dans un univers bancaire et technologique en forte évolution, elle est un partenaire de premier ordre dans la transformation de l’entreprise et sert notre ambition de devenir la 1ère banque urbaine 100% digitale et 100% humaine.  Notre force : la diversité, de nos domaines fonctionnels : monétique, assurances, finance, banque en ligne, paiement mobile, applications smartphone, … de nos technologies : digitalisation, dématérialisation, Big Data, Intelligence Artificielle, Cloud, Replatforming, et les technologies autour du mainframe Z/Os… de nos 600 collaborateurs partageant le même esprit d’entreprise.  Pour favoriser cette diversité, la Direction Informatique de LCL a mis en place un dispositif de mobilité, qui permet à ses collaborateurs d’évoluer au fil de leur carrière, au sein des différentes équipes de la Direction, ou dans les autres entités du Groupe Crédit Agricole, favorisant ainsi l’enrichissement des compétences fonctionnelles et techniques. Au sein de la DSI, le département SOI (Support, Outils et Ingénierie de développement) accompagne et conseille les équipes de SNI dans toutes les étapes des projets de la conception applicative, la modélisation des données et la structuration en base de données, durant les phases de développement, de tests, de recette et jusqu’à la mise en production. Il assiste également les équipes dans leur activité de MCO (Maintenance en Condition Opérationnelle) des outils. Le pôle d’assistance Mainframe de SOI recherche un ingénieur système maîtrisant l’écosystème IBM Z/OS et les outils de développement IDZ et les PDTOOLS. En tant qu’Ingénieur système, vos missions principales seront de : Assurer les actions nécessaires de support aux équipes de développement et de gestion des incidents sur l’environnement de développement Z/Os ; Maintenir le catalogue des formations IDZ ; Dispenser les formations et les monitorats ; Assister les équipes projets durant les phases de développement, de tests, de recette et de mise en production ; Qualifier, planifier et gérer les montées de version des outils de développement IDZ et des PDTOOLS ainsi que des plugins associés (changeman, MIA-Software …) ; Assurer une relation technique avec l’éditeur (IBM) : veille technique, suivi des évolutions des produits, remontée d’incident … ; Migration et désengagement de technologies obsolètes.  Vous êtes motivé(e) et intéressé(e) par les nouveaux enjeux bancaires. Vous souhaitez intégrer une équipe au service des métiers pour mener à bien nos projets. Rejoignez-nous ! Vous travaillerez dans un environnement motivant et dynamique, comprenant une activité riche et une diversité des technologies. Tous nos postes sont ouverts aux personnes en situation de handicap. Localisation du poste Zone géographique Europe, France, Ile-de-France, 94 - Val-De-Marne Ville 10 place Oscar Niemeyer 94811 VILLEJUIF Cedex Critères candidat Niveau d'études minimum Bac + 3 / L3 Formation / Spécialisation Formation : Université / écoles d'ingénieurs Formation informatique spécialisée dans l'ingénierie logicielle. Niveau d'expérience minimum 6 - 10 ans Expérience Vous disposez d'un niveau d'expertise avancé sur les compétences techniques utilisées au sein du pôle d'assistance mainframe avec une expérience significative dans des activités de support. Compétences recherchées Bon relationnel et bonne communication écrite et orale, Ecoute, Esprit de synthèse, Capacité à travailler en équipe, Autonomie, Capacité d'analyse et de conceptualisation, rigueur et méthode, Curiosité technologique. Outils informatiques Les indispensables : IBM Z/OS, IDZ & les PDTOOLS, COBOL, CICS, REXX, OPC.  Des connaissances sur l'écosystème Java, WebSphere Application Server sur z/OS, DB2 et Changeman seront appréciées. Langues Anglais Technique Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
1,Courtier en crédit professionnel H/F,DDG HOLDING,2 000 € par mois,Pas de description
2,Télé Expert en construction H/F,3C EXPERTISES,22 100 € - 23 400 € par an,"Description de l'entreprise : 3C est né du regroupement de 3 cabinets d'expertise technique spécialisés dans le domaine de la construction et répartis sur le territoire national : CEREC, CONSULTEX et CRISTALIS.  Composé d'hommes et de femmes de terrain, ingénieurs, architectes et techniciens bâtiment, notre équipe est animée d'une volonté de servir les assureurs confrontés aux sinistres construction avec compétence et efficacité.  Nos 150 collaborateurs défendent chaque jour nos valeurs : respect, honnêteté intellectuelle, efficacité, écoute et compétence technique.  Attentifs aux souhaits spécifiques de nos clients et de nos salariés, nous assurons une prestation optimale à toutes les étapes de l'expertise et ceci dans la maîtrise des coûts et des délais.  3C est membre du Groupe ADENES, leader de l'expertise en France sur plusieurs segments de marché.  Description du poste : 3C, acteur majeur de l'expertise technique spécialisé dans le domaine de la construction, recherche un TéléExpert en construction H/F dans le cadre de son développement pour son bureau de Rennes. Vous intégrez une équipe composée d'hommes et de femmes de terrain, ingénieurs, architectes et techniciens bâtiment.  Rattaché au responsable d'agence et après avoir reçu une formation interne à nos méthodes, en réponse aux missions confiées par les compagnies d'assurance, vos missions seront les suivantes :  Étudier et déterminer les circonstances du sinistre, par le biais de différents moyens d'expertise (télé-expertise, visio-expertise, expertise sur pièce) ; Analyser les responsabilités des parties engagées dans le sinistre ; Identifier les biens endommagés et chiffrer les dommages ; Indiquer les modalités de remise en état (remplacement ou réparation) aux sinistrés ; Réaliser un rapport d'expertise à destination de la compagnie et de l'assuré ; Contrôler des dossiers dans le cadre de la gestion confiée aux courtiers et porter assistance et conseil à tout intervenant sur les dossiers dont il a la responsabilité. Description du profil : Vous disposez d'une formation de niveau Bac +2/3 de type BTS Économiste de la construction, ou dans le domaine de l'assurance, du droit. Vous disposez d'une première expérience réussie dans le domaine de la relation client (mutuelle, banque) ou de la gestion de sinistres en compagnie d'assurance. Mener l'enquête ne vous fait pas peur.  Ce poste alliant technique, juridique et assurance, rigueur et pragmatisme seront nécessaires. Autonome sur vos interventions, ce métier est très riche en contact et nécessite d'être empathique et diplomate.  Rémunération 22100EUR à 23400EUR annuels, selon profil et expériences.  Vous bénéficiez de la mutuelle employeur et d'une carte ticket restaurant.  Le Groupe ADENES est engagé en faveur de l'égalité des chances pour les travailleurs en situation de handicap.  Vous vous reconnaissez dans ce profil Rejoignez-nous. ADENES Aujourd'hui - Continuer pour postuler Signaler l'offre"
3,CHARGEE / CHARGE D AFFAIRES PROFESSIONNELS (H/F),BANQUE CIC OUEST,,"Présentation de la société CIC Ouest 2 avenue Jean-Claude Bonduelle 44000 Nantes Tél : 02 40 12 91 91 www.cic.fr Si vous pensez que pour construire le nouveau monde, il faut oser. Si vous avez les pieds dans le concret et la tête dans l’avenir. Si vous rêvez d’une grande entreprise qui a gardé l’esprit d’une petite. Alors, nous sommes sûrement faits pour nous entendre ! Rejoindre CIC Ouest, banque du Groupe Crédit Mutuel Alliance Fédérale, c’est intégrer une entreprise innovante et engagée sur ses territoires. C’est évoluer dans un environnement où vous pourrez entreprendre votre carrière aux côtés de nos 2500 collaborateurs. Au sein de notre siège à Nantes ou d’un de nos 310 points de vente, venez accompagner les parcours de nos clients, venez révéler vos talents et dessiner une carrière qui vous ressemble. Pour renforcer ses équipes, CIC Ouest recrute CIC Ouest valorise la diversité sous toutes ses formes, nous étudions toutes les candidatures avec la même attention. Mission Mission principale Vous développez, gérez et fidélisez un portefeuille de clients « professionnels » (entrepreneurs individuels et, en fonction de leurs effectifs, artisans commerçants, professions libérales, Très Petites Entreprises).  Vous intervenez sur l'ensemble de la relation commerciale avec les clients de votre portefeuille et gérez à la fois la dimension « privée » et la dimension « professionnelle ». Vous commercialisez, dans le cadre d'une approche globale, les produits et services afin d'optimiser la gestion courante des clients et accompagnez ces derniers dans la réalisation de leurs projets, en mobilisant des spécialistes chaque fois que nécessaire (ingénierie patrimoniale et sociale, crédit bail, flux et assurances). Vous visez la maîtrise des risques et la rentabilité du portefeuille clients. Par des actions de prospection et d'entrée en relation, vous enrichissez le portefeuille et contribuez au développement commercial de votre agence. Activités / Tâches spécifiques du poste Le chargé d'affaires professionnels / La chargée d'affaires professionnels :  Prépare, organise et suit son activité commerciale Prépare et conduit ses entretiens Prospecte de nouveaux clients Assure le suivi de la relation Analyse les risques, anticipe et gère leur dégradation Profil Connaissances et compétences Bonne connaissance des produits et services proposées à la clientèle. Bonne culture économique et financière. Maîtrise des outils de bureautique (Excel, Word, Powerpoint) et du système d'information du Groupe Crédit Mutuel Alliance Fédérale. Bonne culture économique et financière. Savoir-être - savoir-faire Vous possédez de bonnes qualités relationnelles Votre aptitude à la négociation commerciale et votre aisance relationnelle constituent les moteurs essentiels de votre réussite. Vous disposez de bonnes capacités d'analyse et de synthèse. Vous êtes une personne rigoureuse, organisée et fiable. Vous êtes capable d'autonomie. Vous faites preuve de réactivité et de dynamisme. Vous savez communiquer et travailler en équipe. Certification(s)/Accréditation(s) Certification AMF Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse CIC FR il y a 3 jours - Continuer pour postuler Signaler l'offre"
4,Data Engineer Azure Datamart Senior,ATLANSE,,"ATLANSE recrute un.e Data Engineer Azure Datamart Senior pour intégrer une équipe en charge de l’intégration des données au sein de la plateforme Data sous le Cloud Azure. Missions Effectuer la Modélisation décisionnelle, en étoile (Datawarehouse, Datamart), matrice dimensionnelle, cartographie des flux Réaliser l’intégration des données au sein de la plateforme Data sous le Cloud Azure Implémenter des solutions BI Big Data Profil recherché Vous avez une expérience d’au moins 5 ans en tant que Data Engineer sur Azure. Vous connaissez les environnements Cloud et avez une expérience significative sur le Cloud Microsoft Azure. Vous avez une très bonne maîtrise de : Modélisation dans des bases SQL Server Power BI et Microstrategy Teradata Azure Data Factory, GitHub, DevOps Vous disposez de quelques connaissances de Azure Data Flow. Vous connaissez des outils Agile comme Jira et avez déjà travaillé en mode Agile. La connaissance des fondamentaux de SAFE serait un plus. Vous êtes force de proposition et êtes capable de partager votre savoir avec les autres membres de l’équipe. Rigueur, réactivité, aisance rédactionnelle et bon relationnel sont des qualités essentielles pour mener à bien cette mission. Pourquoi nous rejoindre ? Rejoindre ATLANSE, c’est participer à une merveilleuse aventure dans une société à taille humaine, dynamique et en pleine croissance. ATLANSE réunit des passionnés de nouvelles technologies qui partagent les mêmes valeurs que sont l’écoute, l’intégrité, la convivialité, la proximité et l’équité. ATLANSE, c’est un catalyseur de la performance des systèmes d’information et des expert.e.s qui interviennent sur toute la chaîne d’un projet dans de nombreux secteurs : banque, assurance, télécommunications, industrie, services, énergie et administration. Statut : Cadre Type d'emploi : Temps plein, CDI Avantages : Participation au Transport RTT Titre-restaurant Horaires : Travail en journée Télétravail: Temporairement en raison du COVID-19 Précautions contre le COVID-19: Processus de recrutement à distance Entretiens virtuels Aujourd'hui Signaler l'offre"
5,CONSEILLER CLIENTELE (H/F),CAISSE REGIONALE CREDIT MUTUEL SAVOIE-MONT BLANC,,"Présentation de la société La stratégie du Crédit Mutuel Alliance Fédérale se développe selon 4 axes : BANCASSURANCE: La bancassurance propose une offre intégrée correspondant aux besoins de nos sociétaires en banque et en assurance. MUTUALISME: Notre manière d'être et d'agir repose sur le respect et la confiance. L'intérêt du sociétaire prime sur la structure. TECHNOLOGIE: Nous maîtrisons les technologies nouvelles, pour les mettre au service des sociétaires et des Caisses. BANQUE DE PROXIMITÉ Concernant le Crédit Mutuel, la relation avec le sociétaire est assurée par des Caisses autonomes, impliquées dans le tissu local. par l'utilisation des outils de banque à distance. Avec le rachat du CIC en 1998, le Groupe Crédit Mutuel Alliance Fédérale accède à un réseau international présent sur tous les continents. Sur cette base, la stratégie de développement international va notamment s'appuyer sur l'expertise du Groupe en matière de bancassurance et de flux monétiques ainsi que sur les assurances et le crédit à la consommation. Aujourd'hui le Groupe Crédit Mutuel Alliance Fédérale poursuit son internationalisation. Mission Mission principale Le Conseiller clientèle développe, gère et fidélise un portefeuille de clients particuliers Il leur vend les produits et services de bancassurance leur permettant de faciliter leur gestion courante et dans le cadre d'une approche par univers de besoins, il constitue leur équipement et leur permet de préparer, puis réaliser leurs projets. Il vise la maîtrise des risques et la rentabilité de son portefeuille. Il exerce des activités de guichet et/ou de maintenance des automates. Activités / Tâches spécifiques du poste Le Conseiller bancaire/Conseiller clientèle :  Prépare, organise et suit son activité commerciale Prépare et conduit ses entretiens Assure le suivi de la relation Analyse les risques, anticipe et gére leur dégradation Profil Connaissances et compétences Bonne connaissance des produits et services proposés à la clientèle. Maîtrise des outils de bureautique (Excel, Word, Powerpoint) et du système d'information du Groupe Crédit Mutuel Alliance Fédérale. Savoir-être - savoir-faire Faire preuve de réactivité et de dynamisme. Savoir communiquer et travailler en équipe. Possédez de bonnes qualités relationnelles Votre aptitude à la négociation commerciale et votre aisance relationnelle constituent les moteurs essentiels de votre réussite. Avoir le sens de l'écoute Certification(s)/Accréditation(s) Certification AMF Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse  Société : CAISSE REGIONALE CREDIT MUTUEL SAVOIE-MONT BLANC | Agence : LE CHATELARD | Réf. : A039409 | Date de publication : 30/03/2021 Credit Mutuel il y a 23 jours - Continuer pour postuler Signaler l'offre"
6,Conseiller bancaire H/F,Le Groupe La Poste,,"MISSION Au sein d'un espace bancaire intégré dans un bureau de poste, la déclinaison du plan stratégique de La Banque Postale « L'intérêt du client d'abord, prouvons la différence » est votre priorité.Vous explorez la surface financière de vos clients et suivez l'évolution de votre portefeuille.Vous recevez chacun d'eux de manière personnalisée et affinez votre préconisation afin de leur présenter l'offre la plus adaptée en fonction de leur potentiel.Vous êtes force de proposition en les conseillant sur les placements, produits et services les plus efficaces pour la réalisation de leurs projets.Vous instruisez les dossiers de crédits immobiliers et prenez des décisions tarifaires.Vous êtes proactif pour optimiser la couverture de votre portefeuille.Vous mettez en œuvre des campagnes de promotion et relevez des challenges commerciaux.Vous analysez la situation financière de vos clients et les risques associés aux opérations et placements que vous leur proposez. Vous êtes responsable des engagements pris avec eux. PROFIL Vous êtes animé par la culture du résultat et par un sens prononcé du service client.  Votre rigueur et organisation garantiront la qualité du suivi et la gestion de chaque dossier client.  Vos qualités d'initiative et d'anticipation vous permettront de surprendre vos clients en leur ouvrant des perspectives de placement.  Votre aisance relationnelle et vos capacités de conviction seront déterminantes dans la fidélisation de vos clients. FORMATION ET EXPÉRIENCE Vous êtes titulaire d'un Bac+3 min. de préférence avec la spécialité pro banque, assurance, environnement bancaire et financier.  Une première expérience dans un environnement bancassurance est souhaitée.  Si votre profil est retenu pour ce poste, nous vous inviterons à passer la première étape de sélection en ligne. Vous recevrez dans ce cas un lien par mail.  Des évolutions sont possibles au sein du Groupe La Poste.  #LI-DRHU Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
7,Conseiller commercial à distance F/H,Groupe Covéa,27 090 € par an,"Conseiller commercial à distance F/H    Prêt à vous lancer dans une aventure humaine unique ? Rejoignez l’équipe du centre de relation client basé en plein cœur du quartier des Brotteaux de Lyon ! Doté d’un sens commercial reconnu, vous serez le garant du développement du portefeuille et de la satisfaction des clients. Vous avez soif d’aventures, de réussites collectives et de nouveaux challenges. Vous voulez aussi intégrer un groupe en adéquation avec vos valeurs telles que la transparence, la bienveillance et l’exigence : MAAF est fait pour vous ! Nous recherchons nos futurs conseillers commerciaux à distance avec un engagement en CDI.  Votre défi : CONSEILLER, CONQUERIR, CONVAINCRE, REBONDIR & FIDELISER !  Votre mission ?  Accueillir au téléphone, conseiller, fidéliser, convaincre, vendre ! Vous commercialiserez une gamme diversifiée de produits et services d’assurances (auto, habitation, épargne- assurance vie, santé, prévoyance, crédit…), auprès de nos clients sociétaires et prospects (particuliers et/ou les professionnels). Vous trouverez du rythme dans vos activités, de la diversité dans les échanges et du challenge au quotidien !  Et concrètement ?  Accueillir les appels des sociétaires et prospects Détecter et comprendre les besoins, informer et apporter un conseil pertinent Analyser le risque assurable Proposer et vendre les produits adaptés à leurs profils et besoins (vente directe, prise de rendez-vous pour les conseillers des agences) Répondre aux demandes de devis et aux mails déposés sur internet par les clients et prospects  Conditions du poste :  Prise de poste le 07 Juin 2021. Horaires : 35h hebdomadaires sur une amplitude 8h30-20h du lundi au vendredi et 8h30-17h le samedi (avec une heure de coupure déjeuner). Votre rémunération est de 27 090 € bruts par an hors primes d’intéressement, de participation et de performance. Afin de vous accompagner dans votre intégration, vous bénéficierez d’une formation de plusieurs semaines à nos techniques commerciales, aux produits et à nos outils métiers.  Encore une hésitation sur les atouts de ce poste ?  Rejoindre une équipe dynamique de 12 collaborateurs sous la responsabilité de votre manager de proximité Contacts diversifiés Challenges quotidiens à relever Travail collectif / collaboratif Rôle clé dans le parcours du client   Et si c'était vous ?  Formation Bac+2 (Commerce/vente, Banque/Assurance,…) et/ou 1ère expérience commerciale Adaptabilité et réactivité Qualités d’écoute et sens du service client Sens commercial développé, force de conviction Esprit d’équipe La connaissance des produits d’assurance est un plus Aisance au téléphone et dans la manipulation des nouvelles technologies de communication (mail, chat...)    Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ? Covéa , c’est un groupe d’assurances puissant réunissant trois marques complémentaires (MAAF, MMA, GMF). C’est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l’assurance .  Alors, envie de construire le futur ? Rejoignez-nous. il y a 13 jours - Continuer pour postuler Signaler l'offre"
8,MOA Assurance H/F,Capfi,,"CAPFI Banque et Assurance est l’entité experte du groupe CAPFI spécialisée en Conseil IT et Gestion de projet MOA. Nos experts disposent d’une double compétence : IT et métier.  Nous accompagnons nos clients dans la transformation de leur métier, dans le développement de leurs produits et de leurs services. Que ferez-vous ? En tant que MOA Assurance H/F, vous interviendrez en équipe chez un client sur des sujets comme : La digitalisation de produit assurance (santé, prévoyance, assurance vie, retraite, IARD…) La migration / l’implémentation de progiciel comme Graphtalk AIA ou Activ’ Infinite La mise en conformité du SI client avec les nouvelles réglementations (PASRAU, Loi, PACTE, Solvency / Solvabilité 2, RGPD / GDPR...) Vos tâches : Analyser l’existant Recueillir et analyser les besoins métier Rédiger les spécifications fonctionnelles générales et détaillées Participer à la phase d’homologation : rédaction des cahiers de test, suivi et exécution des cas de test, gestion des anomalies Suivre la mise en production Participer à la phase de conduite de changement : rédaction de la documentation, formation et support fonctionnel auprès des utilisateurs Reporter l’activité auprès du Chef de Projet Est-ce vous ? Titulaire d’un Bac +5 Spécialisé.e sur les produits / métiers de l’assurance de personne (assurance vie, santé, prévoyance). Adepte de la gestion de projet en Agile et/ou en Cycle en V Diplomate, audacieux.se, authentique, Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
9,Stage - 6 mois - Assistant(e) chargé(e) d'affaires (H/F),Natixis,,"Description de l’entreprise  Chez Natixis, nous concevons des solutions en gestion d’actifs et de fortune, financement, investissement, assurance et paiements. Notre ambition : nous dépasser collectivement pour mieux accompagner nos clients et leur proposer les meilleures solutions pour leur développement.  Chez Natixis, nos talents sont notre principal atout.  Rejoignez-nous et vous aurez les clés pour faire bouger les choses et avoir un réel IMPACT. Rejoignez-nous et vous découvrirez un monde d’OPPORTUNITÉS. Rejoignez-nous et vous donnerez du sens à votre poste par votre ENGAGEMENT en faveur de la société comme de l’environnement.  Signataire de la Charte de la diversité, Natixis veille à promouvoir tous les talents et à accompagner le développement de chacun de ses 16 000 collaborateurs présents dans 38 pays. Pour la 4e année consécutive, elle est certifiée Top Employer France 2021.    Poste et missions  Votre MISSION & bien plus encore… Vous rejoignez notre équipe Coverage mid cap au sein du département Coverage regional du pôle de la Banque de Grande Clientèle de Natixis, qui recherche un Assistant chargé d'affaires pour un stage de 6 mois à partir du mois de juillet 2021. Le service Coverage mid cap est composé de 8 collaborateurs. Vous serez sous la responsabilité d'un banquier et en lien avec les huit banquiers qui composent la direction Ile de France. En collaboration avec votre tuteur qui vous accompagnera tout au long de vos missions, vous : Préparez des comités de crédit, des fiches stratégiques sur nos clients et des prospects, Mettez en place et suivez des fiches sectorielles Participez au suivi et au reporting des obligations transverses pour l'ensemble de équipe.   Profil et compétences requises  Vous & Beyond C’est avant tout votre personnalité et votre état d’esprit qui nous intéresse. Etudiant de niveau BAC +5, vous préparez un diplôme (universitaire, d’école de commerce ou d’école d’ingénieur), avec une spécialisation en Finance. Expert de l'analyse financière, vous avez un goût pour le développement commercial. Vous maîtrisez le pack office Microsoft. Vous aimez travailler en équipe et vous êtes capable de prise d'initiative. Vous avez conscience de l'importance des délais. Vous vous reconnaissez dans ce profil ? Alors vous êtes fait pour ce job et nous avons besoin de VOUS ! Vous bénéficierez d’un accompagnement dédié pour vous donner toutes les chances de réussir cette nouvelle mission. il y a 17 jours - Continuer pour postuler Signaler l'offre"
