,title,company,salary,summary
0,CHEF DE PROJETS METIER – OUTIL COMMERCIAL ASSURANCE - F/H –...,La Mutuelle Générale,,"Chez nous, on peut viser les sommets sans perdre de vue ses convictions. Débuter ou faire évoluer votre carrière avec un métier qui vous ressemble ! A PROPOS DE NOUS Nous sommes la troisième mutuelle française et un acteur référent de l’assurance santé et de la prévoyance en France. Nous intervenons sur le marché des particuliers et celui des entreprises pour assurer la protection quotidienne de 1,5 million de personnes. Depuis 75 ans, nous sommes au cœur des grandes révolutions du monde de la santé et travaillons à réinventer notre métier pour proposer à nos adhérents des services toujours plus innovants et adaptés aux évolutions de nos modes de vie. Nos 2 000 collaborateurs sont unis par le goût du challenge, l’esprit d’équipe et l’envie d’excellence. Nous faisons notre métier avec passion et bienveillance et continuons de voir grand et loin pour devenir demain un acteur majeur de l’assurance. Cette ambition nous motive et nous engage à trouver des candidats aussi motivés que nous ! CONTEXTE Au sein du département Pilotage, Performance et Support de la Direction Développement et Marketing, le Chef de projets Métier – Outil commercial assurance – F/H pilote les évolutions des outils commerciaux et des process métier en lien avec les activités des réseaux commerciaux de La Mutuelle Générale, et interviendra également sur des sujets transverses IT et data. MISSIONS Au quotidien, en tant que Chef de projets métier – outil commercial assurance – F/H votre rôle sera de challenger les besoins et solutions à mettre en œuvre sur votre périmètre métier. Vous serez un véritable référent projet auprès de votre équipe afin de renforcer le dispositif de suivi des projets liés au parcours de vente de La Mutuelle Générale, à la formalisation des livrables, les outils d’aide à la vente, etc. A ce titre, vos missions seront les suivantes : Vous identifiez et challengez les besoins métiers de la direction Développement et Marketing, en particulier sur le périmètre des parcours de vente et outils commerciaux Vous accompagnez et animez les acteurs métiers dans la conduite du changement et veillez à l’application des nouvelles règles et process métier Vous pilotez les projets dans le respect des variables clés (délais, risque, qualité, bénéfices) Vous garantissez un reporting de manière périodique pendant les différentes phases des projets Vous anticipez et identifiez les risques et proposez des actions correctives Vous garantissez la qualité des livrables du projet et de leur validation Vous rédigez les notes de cadrages et les expressions de besoins Vous réalisez les études d’impacts et d’opportunités Vous organisez, coordonnez et animez les phases de tests métiers Vous assurez la bonne adéquation des livrables du projet avec les besoins exprimés Vous participez également à des missions transverses au sein de votre Direction et en support à l’équipe pilotage et projets A PROPOS DE VOUS Diplômée(e) d’un Bac+5 spécialisé dans le management et/ou la gestion de projet, vous justifiez d’une expérience significative (minimum 5 ans) en chefferie de projet, acquise idéalement dans le secteur de l’Assurance, de la Protection Sociale ou encore de la Banque. Vous avez acquis votre expertise projet sur des thématiques commerciales, parcours de vente, outils d’aide à la vente, etc. Votre expérience vous permet également de maîtriser les fondamentaux de la gestion de projets (cadrage, planification, rédaction des besoins…). Aussi, vous avez à cœur d’utiliser vos compétences pour répondre à des problématiques opérationnelles et savez travailler en multi-projets. Fort de votre capacité d’organisation et de pédagogie, vous avez déjà travaillé dans un cadre challengeant et vous savez intervenir sur l’animation d’interlocuteurs variés (en interne et en externe). Vous êtes doté de fortes compétences rédactionnelles et relationnelles et d’un sens de l’écoute vous permettant aisément de travailler dans un en collaboratif avec les équipes DSI, Direction Projet, Marketing et les directions Commerciales. Vous êtes force de proposition afin de contribuer à l'amélioration de la performance. Enfin, la maîtrise de Salesforce et/ou Plan View, serait un atout indéniable à votre candidature. INFORMATIONS COMPLEMENTAIRES Mots clés : #projet #chefdeprojet #salesforce #vente #commercial Contrat : CDI Lieu de travail : 75 013 – PARIS Avantages : Télétravail, RTT, restaurant d'entreprise, conciergerie, salle de sport, cabine médicale connectée… Si vous souhaitez travailler dans une entreprise dynamique, reconnue dans le secteur de l’assurance, qui investit dans ses collaborateurs et les place au cœur de son développement, alors rejoignez-nous ! Conformément aux engagements pris par La Mutuelle Générale en faveur de l'intégration des personnes en situation de handicap, le poste proposé est ouvert à tous. Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
1,Acheteur Prestations intellectuelles,KLB GROUP,39 000 € par an,Pas de description
2,Modélisation de l’inflation des coûts matériels en assurance...,La Banque Postale,,"Présentation de l'entreprise  Rejoindre La Banque Postale, c'est intégrer une banque citoyenne, dynamique et innovante, qui poursuit un développement accéléré sur les marchés de la banque de détail, de l’assurance et de la gestion d’actifs.  Banque de service public, La Banque Postale accompagne ses clients dans une relation bancaire durable : 10,7 millions de clients particuliers et 400 000 clients entreprises, professionnels, acteurs de l’économie sociale et du secteur public local lui font confiance.  Attentive à ses collaborateurs, elle leur propose des parcours diversifiés et investit dans leur formation tout au long de leur parcours professionnel.  Vos missions Au sein de l'équipe Provisionnement et Réassurance de la Direction Technique IARD, vous serez chargé(e) d'une étude relative à la Modélisation de l’inflation des coûts matériels en assurance Automobile. Cette mission s’inscrit dans la politique de maîtrise de sinistralité de la compagnie. L’objectif est d’identifier les facteurs explicatifs de l’augmentation de coût moyen observée depuis plusieurs années sur la garantie Dommages. Vos principales missions seront :  Comprendre la problématique et ses enjeux Analyser les données sinistres et contrats à disposition en vue d’effectuer des choix de modélisation pertinents à l’étude Implémenter une méthode statistique (machine learning,…) permettant de modéliser les segments explicatifs de la hausse des coûts Synthétiser les résultats et être en mesure de vulgariser les travaux menés  Votre profil Vous recherchez un stage dans l'assurance ? Cette offre peut vous intéresser ! En Master 1 ou 2 d'une école d’Actuariat / statistiques Assurance (tels que, par exemple : ISUP, ISFA, EURIA, IMA....), vous souhaitez enrichir vos compétences et connaissances au travers d'un projet important dans lequel vous saurez être force de proposition. Dans le cadre de votre parcours, vous avez développé des connaissances en matière de techniques d’analyses statistiques et de sciences des données (stochastique, machine learning,…) Maitrisant un des logiciels suivants SAS, R ou Python, vous êtes par ailleurs reconnu(e) pour votre esprit curieux, votre rigueur dans l’approche des sujets et votre fort engagement dans les dossiers qui vous sont confiés.  Vous avez une bonne connaissance des outils de manipulation des données SAS, R ou Python, ainsi que des techniques d’analyses statistiques, en particulier des approches faisant appel au Machine Learning.  A noter : Les candidatures qui ne répondraient pas au profil et prérequis définis, ne pourront être traitées dans le cadre de cet appel à candidatures. Aussi, selon votre formation et votre projet, nous vous invitons à vous référer aux opportunités publiées sur le site de La Banque Postale pour identifier les postes, stages et alternance correspondant au mieux à votre recherche  Vous êtes motivé(e) et souhaitez intégrer une équipe à taille humaine et ambitieuse, n’hésitez plus et postulez… Rejoignez-nous!  Job Reference: LGLBP01009 il y a 13 jours - Continuer pour postuler Signaler l'offre"
3,CHARGE DE CLIENTELE PARTICULIERS (H/F),CAISSE FEDERALE CM OCEAN,,"Présentation de la société L’humain, la confiance et la responsabilité sont des valeurs que vous partagez et qui résonnent en vous ? Vous êtes en quête d’un métier dans lequel vous pourrez vous épanouir et vous sentir utile ? Vous appréciez la qualité de vie de la Charente Maritime ? On est fait pour s’entendre !  Au Crédit Mutuel Océan, banque mutualiste de proximité, nous recrutons des collaborateurs qui croient en notre projet d’entreprise : « s’engager durablement aux côtés de nos clients. » Cela signifie : accompagner nos clients dans tous leurs projets, même dans les moments difficiles ; offrir un service de qualité à tous nos clients grâce à l’accompagnement d’un conseiller personnel et à la mise à disposition de services en ligne pratiques et innovants ; s’engager pour le développement de notre territoire. Vous voulez prendre part à notre projet ? Ça tombe bien, nous recrutons un.e chargé.e de clientèle particuliers pour notre agence de St Pierre d'Oléron. Mission Vous êtes le conseiller personnel de vos clients Particuliers. Vous avez pour mission principale de les accompagner et de les fidéliser en leur proposant des solutions de banque, d’assurance et de services qui répondent avant tout à leurs besoins et servent leurs intérêts. Le développement de votre portefeuille de clients ainsi que la maîtrise des risques financiers font également partie de vos missions. Rattaché au Responsable de l'agence, vous rejoignez une équipe de 5 personnes qui attendent leur nouveau collègue avec impatience ! Profil Nous recherchons un futur collègue ayant un fort tempérament commercial, motivé, prêt à apprendre, à partager son expérience, qui aime les relations humaines et, surtout, pour qui esprit d’équipe rime avec solidarité et réussite collective. C’est vrai, nous avons nous aussi quelques critères de sélection incontournables : bac +2/3 minimum dans le domaine bancaire ou dans un domaine commercial. Quel que soit votre niveau d’expérience, vous suivrez notre parcours d’intégration banque assurance afin de vous approprier notre dynamique commerciale et de vous former à nos produits et services.  Vous hésitez encore ? Voici 3 bonnes raisons de nous choisir : Le Crédit Mutuel est en tête du palmarès des meilleurs employeurs 2021 ; Notre entreprise est reconnue pour favoriser l’évolution interne et investit fortement dans la formation de ses collaborateurs pour leur permettre d’être acteurs de leur carrière ; L’ambition du Crédit Mutuel Océan : « s’engager durablement aux côtés de ses clients, de ses collaborateurs, de ses administrateurs et de tous ses partenaires. »  Société : CAISSE FEDERALE CM OCEAN | Réf. : A038747 | Date de publication : 11/04/2021 Credit Mutuel Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
4,ALTERNANCE 2021 - Gestionnaire de Clientèle Particuliers - S...,Groupe BPCE,,"Description de l'entreprise  Vous souhaitez intégrer une force régionale au sein d'un grand groupe ? Une entreprise ambitieuse, dynamique et innovante ? Venez construire votre carrière au sein d'une des entité du groupe BPCE, 2ème groupe bancaire français : la Caisse d'Epargne Côte d'Azur! Ensemble, nous développerons la banque de demain en partagerons nos valeurs de proximité d'écoute et de conseil. En nous rejoignant, vous ferez partis de nos 1 700 collaborateurs et accompagnerez au quotidien nos clients (particuliers, professionnels, entreprises...) dans la réalisation de leurs projets. Pour votre alternance, c'est la Direction Commerciale du Var qui cherche son nouveau talent en tant que Gestionnaire de Clientèle Particuliers H/F. Ce poste est proposé sous contrat d'alternance (Apprentissage ou Professionnalisation) dans notre agence de Ste Maxime (83)  Poste et missions  Pleinement intégré(e) au sein de l'une de nos agences et en relation étroite avec le/la Directeur/rice d’Agence et les Gestionnaires de Clientèle, votre mission sera orientée selon trois axes : Maîtriser la gamme de nos produits de bancarisation, épargne, assurance et financement. Apporter des solutions dans ces 4 univers de services à nos clients au travers des entretiens téléphoniques, face à face ou mail. Développer la clientèle par la recommandation.  Profil et compétences requises  De formation Bac +2 à Bac +3, à vocation bancaire et/ou commerciale, vous justifiez d’une expérience réussie (stage, alternance ou emploi) idéalement sur un plateau téléphonique dans la vente de service, dans des secteurs comme les Assurances, l’Immobilier, la Distribution…  Vous appréciez particulièrement la relation clientèle, les missions variées, faites preuve au quotidien de polyvalence et de réactivité tout en garantissant une excellente qualité de service.  Vos qualités d’écoute et votre sens développé du relationnel vous permettent aussi bien de fidéliser nos clients que de travailler en collaboration avec l’équipe.  Job Reference: CECAZ01459 il y a 12 jours - Continuer pour postuler Signaler l'offre"
5,Stage - Relation Client - Agence Annecy Avenue de Genève-(H/...,Société Générale,,"Vos missions au quotidien Devenez un acteur de choix pour Société Générale et nos clients A ce titre et en collaboration avec votre maître de stage qui assurera votre formation, vous participez aux missions suivantes : Appui à l’équipe dans la gestion de l’agence (téléphonie, accueil de la clientèle, tâche administrative) Promotion du digital Aide à l’autonomie des clients Aide à la détection des besoins auprès des clients. Et si c’était vous ? Votre profil nous intéresse - Vous êtes étudiant(e) en bac +2/+3 avec une spécialisation en banque / assurance. Compétences à acquérir ou à développer : Rigueur dans le travail Compétences comportementales vis à vis de la clientèle Montée en compétence sur les produits bancaires de base Gestion des appels entrants et sortants Posture d’accueil auprès de la clientèle Connaissances des produits digitaux Plus qu’un poste, un tremplin Et si c'était vous ? Pour soumettre votre candidature, cliquez sur le bouton « Postuler » ci-dessous. Si votre candidature est retenue, vous serez contacté(e) pour un entretien de motivation.  Stage de 4 à 6 mois basé à l'agence de Annecy Avenue de Genève Gratification selon grilles Société Générale. Pourquoi nous choisir ? Prenez votre place dans l'équipe - L’environnement de la banque est en pleine mutation : contraintes réglementaires de plus en plus fortes, opportunités technologiques de plus en plus rapides… Dans ce cadre, la connaissance fine de notre clientèle ainsi que la bonne adéquation de notre offre sont indispensables.  Votre stage se déroulera au sein de l'équipe de Annecu Avenue de Genève.  Les équipes Société Générale sont présentes aux côtés de 8 millions de clients particuliers et 466 000 clients professionnels, associations et entreprises pour les accompagner, dans la durée, avec des solutions adaptées à leurs besoins. Nous sommes un employeur garantissant l'égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise. Le groupe s’engage à reconnaître et à promouvoir tous les talents, quels que soient leurs croyances, âge, handicap, parentalité, origine ethnique, nationalité, identité sexuelle ou de genre, orientation sexuelle, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination. Référence: 210009GF Entité: Banque de détail France Date de début: immediat Date de publication: 31/03/2021 Societe Generale il y a 25 jours - Continuer pour postuler Signaler l'offre"
6,Chargé de Gestion Sinistres - Responsabilité Civil Médicale...,Crédit Agricole Assurances,,"Description du poste Le service sinistres Responsabilité Civile Professionnelle, qui comprend 13 collaborateurs, a pour mission de gérer des sinistres dans lesquels la responsabilité civile des professionnels de santé est mise en jeu.  Il recherche actuellement un juriste pour venir renforcer l’équipe. Et concrètement, de quoi s’agit-il sur le terrain ?  Vos principales missions seront : traitement des dossiers de l'ouverture à la clôture saisine des différents intervenants ( médecins, avocats...) étude des responsabilités et des garanties instruction des dossiers et indemnisation des victimes évaluation et suivi des coûts techniques et détection des dossiers lourds Dans le cadre de votre prise de poste, vous serez, bien entendu, accompagné et intégré par l’équipe pour une montée en compétence progressive. Vous hésitez encore à nous rejoindre ? Sachez que l’humain est au cœur du Plan Moyen Terme (PMT) de Crédit Agricole Assurances afin « d’agir chaque jour dans l’intérêt de nos clients et de la société », la raison d’être de notre groupe. Et après ? En rejoignant CAA, vous rejoignez aussi le Groupe Crédit Agricole SA et c’est tout autant d’opportunités qui s’offrent à vous dans le cadre de votre carrière. Alors, prenez part à l’aventure !  Critères de candidature Date de prise de fonction 03/05/2021 Durée 7 Poste avec management Non Cadre / Non Cadre Cadre Niveau d'étude minimum Bac + 5 / M2 et plus Formation / Spécialisation Vous avez obtenu un diplôme dans le domaine juridique de niveau MASTER en RC Médicale ou droit des assurances. Vous maitrisez les règles de droit en RC médicale et êtes compétent dans l'évaluation des préjudices corporels (compétences techniques et outils). Niveau d'expérience minimum 0 - 2 ans Soft skills Votre personnalité est tout aussi importante que vos compétences techniques. Si vous êtes doté d'un bon relationnel, orienté client et prêt à rejoindre une équipe dynamique, mais également reconnu pour votre rigueur, votre pugnacité, votre organisation, votre réactivité et votre sens de l'analyse ; Vous avez certainement le profil que nous recherchons ! Entreprise Crédit Agricole Assurances Crédit Agricole Assurances, premier assureur en France, rassemble les filiales assurances du Crédit Agricole. Le groupe propose une gamme de produits et services en épargne, retraite, santé, prévoyance et assurance des biens. Ils sont distribués par les banques du groupe Crédit Agricole en France et dans 7 pays dans le monde, par des conseillers en gestion patrimoniale et des agents généraux. Les compagnies de Crédit Agricole Assurances s'adressent aux particuliers, professionnels, agriculteurs et entreprises. A fin 2019, Crédit Agricole Assurances compte 4 700 collaborateurs et son chiffre d'affaires s'élève à 37 milliards d'euros (normes IFRS). La Médicale, filiale de Crédit Agricole Assurances, est une compagnie leader, spécialisée dans le domaine de l'assurance des professionnels de santé. Avec son réseau de 125 agents généraux dédiés, elle s'adresse aux médecins généralistes et spécialistes, pharmaciens, chirurgiens-dentistes, vétérinaires et professions paramédicales, qu'ils exercent en libéral ou en milieu hospitalier. A ses clients, La Médicale propose une gamme complète de produits d'assurances adaptés à leurs besoins, ainsi qu'à leurs proches, à chaque moment de leur vie professionnelle et privée. La Médicale en 2019, ce sont plus de 200 collaborateurs et 45 agences. Groupe Crédit Agricole il y a 13 jours - Continuer pour postuler Signaler l'offre"
7,Conseiller Clientèle Particuliers F/H,FAB GROUP,,"Descriptif du poste: Au sein d'une agence située à Paris 6ème, le candidat retenu aura pour rôle de développer un portefeuille de clients Particuliers.  À ce titre, les activités principales liées à cette mission consistent à :  Accueillir les prospects et les sociétaires (en face à face et à distance), les accompagner dans leurs parcours digitaux et relayer les campagnes marketing Conseiller les sociétaires et leur proposer tous les produits notamment les solutions de financement et d'épargne adaptés à leurs projets, et concrétiser la vente des produits Étudier et instruire les dossiers notamment les crédits consommation et immobilier dans le respect de la réglementation et la maîtrise des risques, décider selon les règles d’octroi et le schéma délégataire, et en assurer le suivi jusqu'à la signature de l’offre Participer à des évènements sociétaires organisés par la structure et/ou ses partenaires Contribuer à l’amélioration continue des processus et des outils Participer à des ateliers de travail et coopérer avec les équipes internes pour améliorer la qualité de service et les engagements clients.  Le poste est à pourvoir dès que possible.  Profil recherché: De formation Bac+2/3 (type BTS Banque ou Licence Professionnelle Banque), vous justifiez d’une expérience commerciale et en montage de prêts immobiliers de minimum 2 ans, idéalement dans le secteur Banque/Assurance. Votre dynamisme, vos qualités relationnelles et votre capacité à faire du rebond commercial sont des atouts qui vous permettront de réussir pleinement votre mission.  Entreprise: Fondé en 2007 présent à Paris Nantes Lyon Bordeaux et à Luxembourg le cabinet FAB Group (www.fab-group.fr) est articulé autour de 6 marques : Carrières Bancaires (Banque de détail et Services financiers spécialisés) Carrières Financières (Finance d'entreprise et Comptabilité) Carrières Assurances (Assurance) FAB Real Estate (Immobilier) FAB Careers IT (IT) et FAB Careers (Banque Privée Banque d'Investissement et de Financement Gestion d'Actifs Finance de Marché Private Equity).  Carrières Bancaires est aujourd'hui la marque du groupe qui intervient auprès des acteurs de la banque de détail et des services financiers spécialisés (leasing captive courtage en financement).  Aujourd'hui dans le cadre d'un nouveau besoin Carrières Bancaires recherche pour l'un de ses clients un établissement bancaire de premier plan Conseiller Particuliers Banque H/F en CDI basé à Paris. Apec.fr il y a 5 jours - Continuer pour postuler Signaler l'offre"
8,Consultant BI Junior F/H,Conix,,"Descriptif du poste: Vous serez amené(e) à intervenir sur les missions suivantes: Rédactions de spécifications techniques. Modélisation Conception sous les outis MSBI, INFORMATICA, DATASTAGE, COGNOS, SAP BI (BO),... Extraction, transformation, alimentation des données, Développement de rapports de restitution, tableaux de bord, scorecards et diffusion. Afin de répondre aux besoins de nos clients nous sommes à la recherche de consultants Juniors dans le domaine du Décisionnel.  Profil recherché: De formation supérieure (Bac+ 5) école d'ingénieur ou université, idéalement avec une spécialisation décisionnelle.  Vous disposez d'une première expérience dans le cadre d'un stage sur les technologies Microsoft BI.  Qualités requises: Rigueur Esprit de synthèse Capacités d'analyse Autonomie Maîtrise de l'anglais capacités rédactionnelles  Entreprise: CONIX, c'est plus de 20 ans d'expérience dans le domaine du conseil et de l'ingénierie des systèmes d'information. Rejoindre Conix, c'est le choix d'une organisation à taille humaine, favorisant l'échange et le suivi des collaborateurs au quotidien dans leur plan de carrière mais aussi au travers de nombreuses rencontres organisées entre les collaborateurs (séminaire, afterworks, soirée, ?). Notre expertise est mise au service de clients grands comptes sur différents domaines : Cybersécurité : Cette expertise se définit en quatre pôles portant sur le conseil, l'audit, la cybersurveillance en services managés de (SOC) et l'investigation numérique (CERT). Data Solutions : Cette expertise porte sur l'intégration, restitution et la Data visualisation des données ainsi que les enjeux liés au développement Java/JEE, Javascript et .Net. Conseil SI et conformité : Nos clients sont accompagnés dans la maitrise du risque, de la conformité au travers de missions d'évaluation, d'assistance à la conception ou encore l'évolution des SI dans leur transformation Data. Plus de 200 collaborateurs interviennent sur nos missions, nos TMA, nos forfaits sur Paris et sa région, pour apporter assistance et conseil sur un large panel de secteurs d'activités (Banque, Assurance, Telecom, Energie, Industrie, ?). Apec.fr il y a 12 jours - Continuer pour postuler Signaler l'offre"
9,Business Analyst H/F,LCL,,"Type de métier Types de métiers Crédit Agricole S.A. - Systèmes d'information / Maîtrise d'Ouvrage Intitulé du poste Business Analyst H/F Type de contrat CDI Poste avec management Non Cadre / Non Cadre Cadre Missions La Direction des Systèmes d’Information de LCL a en charge l’ensemble des études informatiques de la Banque. Dans un univers bancaire et technologique en forte évolution, elle est un partenaire de premier ordre dans la transformation de l’entreprise et sert notre ambition de devenir la 1ère banque urbaine 100% digitale et 100% humaine. Notre force : la diversité, de nos domaines fonctionnels : monétique, assurances, finance, banque en ligne, paiement mobile, applications smartphone, … de nos technologies : digitalisation, dématérialisation, Big Data, Intelligence Artificielle, Cloud, Replatforming, et les technologies autour du mainframe Z/Os, de nos 600 collaborateurs partageant le même esprit d’entreprise. Pour favoriser cette diversité, la Direction Informatique de LCL a mis en place un dispositif de mobilité, qui permet à ses collaborateurs d’évoluer au fil de leur carrière, au sein des différentes équipes de la Direction, ou dans les autres entités du Groupe Crédit Agricole, favorisant ainsi l’enrichissement des compétences fonctionnelles et techniques. En tant que Business Analyst, vos missions principales seront de : être référent sur votre domaine fonctionnel, accompagner les métiers dans les phases de maturation des besoins, rédiger les cahiers des charges et spécifications fonctionnelles, évaluer les coûts et délais sur son périmètre, définir la stratégie de recette et en piloter la réalisation, gérer le périmètre applicatif (maintenances, incidents, solutions), coordonner et assurer la communication avec les métiers et les autres équipes. Vous êtes motivé(e) et intéressé(e) par les nouveaux enjeux bancaires. Vous souhaitez intégrer une équipe au service des métiers pour mener à bien nos projets. Rejoignez-nous ! Vous travaillerez dans un environnement motivant et dynamique, comprenant une activité riche et une diversité des technologies. Tous nos postes sont ouverts aux personnes en situation de handicap.  Localisation du poste Zone géographique Europe, France, Ile-de-France, 94 - Val-De-Marne Ville 10 place Oscar Niemeyer 94811 VILLEJUIF Cedex Critères candidat Niveau d'études minimum Bac + 3 / L3 Formation / Spécialisation Formation : Université / écoles d'ingénieurs / écoles de commerce Niveau d'expérience minimum 3 - 5 ans Expérience Expérience bancaire appréciée. Compétences recherchées Bon relationnel et bonne communication écrite et orale, Capacité à animer une réunion Ecoute, Capacité d'analyse, Esprit de synthèse, Capacité à travailler en équipe Autonomie, Capacité d'organisation Sens du service Capacité d'adaptation. Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
