,title,company,salary,summary
0,CHARGE D AFFAIRES PROFESSIONNELS JUNIOR (H/F),BANQUE CIC OUEST,,"Présentation de la société CIC Ouest 2 avenue Jean-Claude Bonduelle 44000 Nantes Tél : 02 40 12 91 91 www.cic.fr Si vous pensez que pour construire le nouveau monde, il faut oser. Si vous avez les pieds dans le concret et la tête dans l’avenir. Si vous rêvez d’une grande entreprise qui a gardé l’esprit d’une petite. Alors, nous sommes sûrement faits pour nous entendre ! Rejoindre CIC Ouest, banque du Groupe Crédit Mutuel Alliance Fédérale, c’est intégrer une entreprise innovante et engagée sur ses territoires. C’est évoluer dans un environnement où vous pourrez entreprendre votre carrière aux côtés de nos 2500 collaborateurs. Au sein de notre siège à Nantes ou d’un de nos 310 points de vente, venez accompagner les parcours de nos clients, venez révéler vos talents et dessiner une carrière qui vous ressemble. Pour renforcer ses équipes, CIC Ouest recrute une ou un Chargé (e ) d'affaires professionnels, débutant (e ) entrant dans un parcours de formation avec des missions sur 3 départements, La Charente Maritime, Les Deux-Sèvres, la Vendée CIC Ouest valorise la diversité sous toutes ses formes, nous étudions toutes les candidatures avec la même attention. Mission Mission principale Le Chargé d'Affaires Professionnels développe, gère et fidélise un portefeuille de clients « professionnels » (entrepreneurs individuels et, en fonction de leurs effectifs, artisans commerçants, professions libérales, Très Petites Entreprises). Il intervient sur l'ensemble de la relation commerciale avec les clients de son portefeuille et gère à la fois la dimension « privée » et la dimension « professionnelle ». Il leur vend, dans le cadre d'une approche globale, les produits et services leur permettant d'optimiser leur gestion courante et les accompagne dans la réalisation de leurs projets, en mobilisant des spécialistes chaque fois que nécessaire (ingénierie patrimoniale et sociale, crédit bail, flux et assurances). Il vise la maîtrise des risques et la rentabilité de son portefeuille. Par des actions de prospection et d'entrée en relation, il enrichit son portefeuille et contribue au développement commercial de son agence. Activités / Tâches spécifiques du poste Le chargé d'affaires professionnels :  Prépare, organise et suit son activité commerciale Prépare et conduit ses entretiens Prospecte de nouveaux clients Assure le suivi de la relation Analyse les risques, anticipe et gère leur dégradation Profil Connaissances et compétences Bonne connaissance des produits et services proposées à la clientèle. Bonne culture économique et financière. Maîtrise des outils de bureautique (Excel, Word, Powerpoint) et du système d'information du Groupe Crédit Mutuel Alliance Fédérale. Bonne culture économique et financière. Savoir-être - savoir-faire Vous possédez de bonnes qualités relationnelles Votre aptitude à la négociation commerciale et votre aisance relationnelle constituent les moteurs essentiels de votre réussite. Vous disposez de bonnes capacités d'analyse et de synthèse. Vous êtes une personne rigoureuse, organisée et fiable. Vous êtes capable d'autonomie. Vous faites preuve de réactivité et de dynamisme. Vous savez communiquer et travailler en équipe. Certification(s)/Accréditation(s) Certification AMF Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse CIC FR Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
1,Product Owner H/F,DELANE SI,35 000 € - 45 000 € par an,Pas de description
2,CHARGE DE CLIENTELE PARTICULIERS H/F,CIC SUD OUEST,,"Présentation de la société Fort de son appartenance au Groupe Crédit Mutuel Alliance Fédérale, le CIC Sud Ouest poursuit son développement et sa conquête de parts de marché en Aquitaine, Midi-Pyrénées et Languedoc-Roussillon. Avec un réseau de 250 agences et de plus de 1700 collaborateurs, le CIC Sud Ouest conforte sa position de grande banque du Sud-Ouest. Aujourd'hui, notre monde bouge, votre avenir aussi. Mission Mission principale Le Conseiller de Clientèle / Chargé de Clientèle Particuliers développe, gère et fidélise un portefeuille de clients particuliers « coeur de cible » Dans le cadre d' une approche par univers de besoins, il leur vend les produits et services bancassurances optimisant leur équipement et leur permettant de réaliser leurs projets. Il vise la maîtrise des risques et la rentabilité de son portefeuille. Par des actions de recommandation et de prospection, il assure l'enrichissement et le renouvellement de son portefeuille et contribue au développement commercial de son agence. Dans certaines organisations, il exerce des activités de guichet et/ou de maintenance des automates. Activités / Tâches spécifiques du poste Le Conseiller de Clientèle / Chargé de Clientèle Particuliers : Prépare, organise et suit son activité commerciale  Prépare et conduit ses entretiens : Mobilise les spécialistes lorsque les besoins des clients le nécessitent.  Conquiert de nouveaux clients : Sollicite des recommandations ; développe la prescription. Conduit les actions de prospection (hors recommandation).  Assure le suivi de la relation  Analyse les risques, anticipe et gére leur dégradation Profil Connaissances et compétences Expérience confirmée dans le métier de Conseiller Bancaire/Conseiller Clientèle - Compétences commerciales démontrées Maîtrise de la gestion des risques (risques naissants, suivi débiteurs, pré-contentieux...) Capable de procéder à des analyses de rentabilité et de risques Savoir mener et concrétiser un entretien de vente Bonne culture économique (notamment du tissu économique local) Savoir-être - savoir-faire Bonne expression écrite et orale Aisance relationnelle, écoute Rigueur, organisation et autonomie Disponibilité, réactivité et dynamisme motivation commerciale, force de conviction, capacité d'adaptation, empathie Savoir communiquer et travailler en équipe Savoir faire preuve de pédagogie. Certification(s)/Accréditation(s) AMF indispensable. Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse CIC FR Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
3,Chef de projet Informatique Fonctionnel – Banque/Assurance,Cleeven,,"vous apporterez vos connaissances métiers finance et votre expertise fonctionnelle dans le domaine de l’informatique et du pilotage de projets. Vous interviendrez sur le pilotage des phases de conception, d'élaboration des recettes, assurerez le reporting et la résolution les points de dysfonctionnement : Recenser et analyser les besoins des clients (internes ou externes), Accompagner les utilisateurs dans leur réflexion sur les usages du Web, Rédiger les réponses aux appels d'offres, Rédiger la documentation technique du projet, Rédiger les cahiers des charges, Argumenter les préconisations, De formation Bac+5 (ingénieur Grandes Ecoles ou Universitaire), vous avez au minimum 5 ans d'expérience sur un rôle similaire. Passionné(e) d’informatique, créatif(ve), motivé(e) et avec le sens du travail en équipe, Un bon niveau d'Anglais est attendu. De l’expérience dans la banque/finance est indispensable. Il y a plus de 30 jours Signaler l'offre"
4,Consultant / Consultant senior Stratégie IT (H/F),Deloitte,,"Avec près de 1 400 consultants en France et un réseau mondial de 60 000 consultants, l'activité Conseil de Deloitte accompagne les organisations publiques et privées dans leurs projets de transformation et de recherche de la performance. Face aux enjeux stratégiques des métiers ou des fonctions, les consultants aident à concevoir, à mettre en oeuvre et à conduire le changement des organisations, des processus et des systèmes d'information. Pour faire face à son fort développement, l'activité Conseil de Deloitte recrute des consultants désireux d'intégrer une équipe intervenant dans des environnements motivants auprès d'entreprises prestigieuses. Au sein de cette activité, l'équipe Technology Strategy & Transformation accompagne ses clients dans l'élaboration de leur stratégie SI, dans la définition et la mise en oeuvre de stratégies digitales et dans l'amélioration de l'efficacité de la fonction SI.  Vous assisterez ainsi nos clients, issus de différents secteurs d'activité, dans l'étude des opportunités d'évolution de leur SI afin de l'aligner sur leurs orientations stratégiques.  Vous participerez, en support de managers, à la réalisation opérationnelle des missions qui porteront notamment sur : Le recueil des orientations stratégiques métiers ; Le diagnostic (forces et faiblesses) du système d'information existant et l'identification des opportunités et leviers d'amélioration ; La construction de cibles SI sur la base des orientations stratégiques, des besoins métiers, des forces et faiblesses de l'existant SI et des tendances technologiques ; L'élaboration de la trajectoire pluriannuelle de mise en oeuvre de la cible SI ; L'évaluation des impacts de la cible sur l'organisation en place et la proposition d'organisation cible ; La définition de business case de la transformation (TCO, ROI...) ; L'élaboration des stratégies de sourcing de solutions et de prestataires. Vous serez formé(e) à nos méthodologies et aurez l'opportunité de travailler au sein d'équipes pluridisciplinaires et internationales.  Votre parcours : En rejoignant Deloitte, vous aurez l'opportunité de développer un set de compétences, partagées avec notre réseau international, et structurées autour des dimensions suivantes : leadership, métier et spécialité. Grâce aux missions variées auxquelles vous participerez et au programme de formations proposé, vous pourrez renforcer progressivement ces compétences, en acquérir de nouvelles et progresser ainsi au sein de notre firme.  Votre Profil Diplômé(e) d'une grande école (ingénieurs ou commerce) ou d'une université, avec une spécialisation en technologie et en management des systèmes d'information, vous avez une appétence pour ces sujets et/ou vous disposez d'une première expérience significative. Vous aimez travailler en équipe et faites preuve de qualités d'adaptation, de rigueur, d'analyse, de synthèse et de pro-activité qui vous permettent de contribuer à l'excellence de notre service auprès des clients. Vous avez une grande aisance de la communication orale et écrite alliée à un très bon sens de la formalisation. Vous disposez de compétences en développement commercial vous permettant de définir et de proposer des solutions innovantes pour nos clients afin de répondre à leurs problématiques. Vous avez une appétence pour les tendances IT et une connaissance des standards du marché (ITIL, ITSM, COBIT, CMMi, TOGAF...). Une connaissance approfondie d'un ou plusieurs secteurs d'activité (ex. Distribution, Energie, Industrie, Banque/Assurance...) constituerait un plus pour ce poste. La maîtrise de l'anglais oral et écrit est nécessaire. Poste basé à Paris La Défense. il y a 5 jours - Continuer pour postuler Signaler l'offre"
5,OPS DEV F/H,Links consulting,,"Descriptif du poste: Au sein d'une grande banque française et dans une stratégie d'automatisation de ses activités, vous serez amené à faire en tant qu'OPS: Administration d'infrastructure de Block storage (en PURE STORAGE ou DELL EMC) Support sur les solutions de stockage en France et à l'international Interventions programmées selon les contraintes de production, assistance auprès des consommateurs, gestion de projet d'intégration (pilotage de projets) Dans le développement : Développement d'API(s) et de processus automatisés autour des activités CLOUD Expertise de développement sur le langage Python et utilisation de Pipeline de continuous delivery (XLDeploy, Jenkins, CICD) Production de tests unitaires, de tests d'intégration et de non régression Développement en utilisation le socle d'infrastructure type Cloud via Amazon, Azure et Google Développement d'outils d'administration pour optimiser le ""run"" de l'équipe , réalisation de documentations à destination des utilisateurs (description produit, procédures, documents techniques, suivi des mises à jour des comptes-rendus d'incidents, sécurité, règles d'exploitation) En méthode Agiles (Scrum méthode SAFE)  Profil recherché: Minimum 5 ans d'expérience dans ce type d'infrastructure Anglais opérationnel Maîtrise de la solution RING SCALITY et PURE STORAGE  Maîtrise de PYTHON (continuous delivery, tests de non régression)  Ayant déjà travaillé en Agile (SCRUM / méthode SAFE). Cloud Computing : Notions de AWS, Docker, Kubernets, MS Azure Développement (web, mobile, API) : Notions de Jenkins et d'XL Deploy, Maîtrise de Python, Méthodologies : Maîtrise Agile Scrum, Notions ITIL, SAFE Expertise en stockage avec : EMC, PureStorage, Scality, SAN, Shell Unix, Perl, PHP, Python, git, github Serveurs : CentOS et Redhat  Entreprise: Fondé en 2013, Links Consulting est un cabinet de conseil en stratégie et management, spécialisé dans la gestion des risques bancaires et financiers. Nous menons des missions de conseil auprès de nos clients en transformation. Depuis 2017, Links Consulting BI & Technologie, filiale du groupe Links Consulting, accompagne ses clients dans la digitalisation de leurs processus, sur des projets en Big Data, Cybersécurité et IA. Nous intervenons dans plusieurs secteurs d’activités : Banque, Assurances, Asset Management, Private Equity, Securities Services Corporate & Public Nous sommes présents en France, en Belgique, au Luxembourg, au Maroc et en Tunisie. La vocation des consultants du groupe est d’apporter aux clients des conseils avisés et des idées originales qui auront un impact direct et concret sur la réussite de leurs projets et, en particulier, sur leurs projets de transformation Apec.fr il y a 1 jour - Continuer pour postuler Signaler l'offre"
6,Conseiller en Gestion de Patrimoine Expert - St-Etienne (42)...,ALLIANZ VIE,,"Descriptif du poste: Vos principales missions : Après une formation de 17 semaines, vous serez l’interlocuteur unique d’une clientèle privée et votre mission sera de : Développer et gérer votre portefeuille d’une clientèle Haut de Gamme en toute autonomie Accompagner nos clients dans la réflexion et la définition de leurs objectifs patrimoniaux (retraite, optimisation fiscale, transmission/succession…) Proposer des conseils et des solutions patrimoniales sur-mesure adaptées à leurs besoins et aux changements législatifs et fiscaux (produits bancaires et assurance vie, investissement de défiscalisation…) à l’aide d’un bilan patrimonial complet Développer et gérer votre réseau de partenaires (apporteurs d’affaires…)  Profil recherché: Votre profil : De formation supérieure (bac +4/5) et/ou avec une expérience significative dans le domaine de la gestion patrimoniale depuis au moins 3 ans, vous maîtrisez l’analyse patrimoniale. Vous possédez des connaissances solides dans les domaines du droit, de la fiscalité et de la finance. Vous savez utiliser les outils dédiés à l’analyse patrimoniale (big expert, dixit open…) Vous aimez le terrain et possédez une solide expérience dans le développement commercial et la vente de services acquise dans le secteur de l'assurance ou de la banque. Doté d'un bon relationnel, vous savez développer auprès de vos clients une réelle qualité de conseil ainsi qu’un accompagnement sur le long terme. Vous êtes dynamique et avez un goût prononcé pour la négociation et le challenge. Informations complémentaires : rémunération motivante récompensant les performances commerciales véhicule de fonction téléphone et ordinateur portable mutuelle, prévoyance groupe. Prime et intéressement Intégrer le groupe Allianz, c’est ouvrir des opportunités de carrière inattendues dans un environnement international qui encourage et apprécie la mobilité. A compétences égales, les candidatures des personnes handicapées seront particulièrement valorisées  Entreprise: Allianz est l’entreprise où l’on ose – un environnement qui soutient ceux qui prennent des initiatives pour participer activement au renforcement de notre position de leader mondial. Chez Allianz, nous accordons toute notre attention aux personnes, à nos 83 millions de clients particuliers et professionnels, à nos 142 000 collaborateurs. Au sein de l’entreprise règne une culture d’échanges à travers laquelle les salariés sont encouragés à travailler en équipe, à se dépasser et à innover pour relever les défis de notre secteur d’activité. Notre principale ambition est d’être le partenaire de confiance de nos clients et de leur permettre d’avancer avec l’assurance que nous sommes là pour les accompagner. Vous avez de l’audace ? Rejoignez – nous ! Apec.fr il y a 13 jours - Continuer pour postuler Signaler l'offre"
7,Analyste Exploitation BI H/F,2s 2i Solutions & Services,,"2S2I est une ESN à taille humaine avec un management de proximité, une culture et des valeurs qui inscrivent nos collaborateurs au cœur de son développement. Avec le renouveau de l'entreprise en 2016, 2S2I continue sa croissance et, à tous les niveaux, nous avons à cœur le bien-être de nos collaborateurs et la réussite de nos projets. Grâce à nos consultants et experts, répartis sur toute la France, nous offrons, depuis plus de 10 ans, à nos clients, grands comptes à dimension nationale ou internationale, des services d'excellence dans le secteur du numérique (conseil métier/MOA, ingénierie applicative, gestion des infrastructures et management de l'information/data intelligence). Nos secteurs d'intervention sont variés (Industrie, Energie, Transports, Distribution, Edition de logiciels ou Secteur public), avec une expertise qui reste dominante dans le secteur Banque, Finance et Assurance. Aujourd'hui, 2S2I, ce sont : 4 agences en France (Paris, Lyon, Aix en Provence et Montpellier) et 2 à l'étranger (Luxembourg et Tunisie) 120 collaborateurs et des dizaines à venir ! 1 spécialisation dans le domaine Banque | Finance | Assurances 1 seul esprit 2s2i : Excellence, Talents, Proximité, Convivialité De nombreux talents ont déjà rejoint notre équipe, pour une vision différente, des opportunités de carrière et des projets innovants. Pourquoi pas vous !?... Venez écrire l'histoire d'une entreprise, experte des SI à dimension humaine. Mission Vous avez envie de finir 2020 en beauté ? Vous souhaitez vous investir dans des projets promettants ? Cette offre peut alors vous intéresser ! En tant qu’Analyste Exploitation BI vous interviendrez sur les missions suivantes : Au sein d’une équipe de 3 personnes amenée à croitre à moyen terme, vous participez au maintien en conditions opérationnelles des applications BI. L’exploitation applicative La gestion des utilisateurs et des habilitations Le traitement d’incidents et anomalies (niveaux 1, 2 et 3) Le traitement de demandes de chargement ou d’extraction de données Le traitement des demandes d’information Le déploiement des développements L’accroissement de la mutualisation du BISSC à travers les différentes LoB pourra vous permettre de monter en compétence sur de nouveaux outils BI.   Profil Vous êtes diplômé(e) en Informatique avec une première expérience dans un contexte similaire. MUST HAVE : SAP BI 4.2 (Data Services, InfoView, Web Intelligence, CMC), SQL Server. GOOD TO HAVE : SAP BI 4.1 (Explorer, Dashboead, Lumira, Design Studio), Java et CSS. Vous avez une bonne capacité d’analyse, vous êtes rigoureux(se) et investi(e) Un anglais professionnel serait un plus! Ce poste est alors fait pour vous ! Nous attendons votre CV avec impatience ! Ce qui nous rassemble : Un management alliant proximité et convivialité Une entreprise engagée qui favorise l'insertion professionnelle des personnes en situation de handicap et à maintenir leur emploi Une carrière professionnelle et un programme de formation personnalisés Des activités extra-professionnelles Des primes de cooptation pour participer à la croissance du groupe Des offres privilégiées ou bons d'achat pour vos vacances et vos loisirs Des aides à la mobilité et un accès gratuit à un service de recherche de logements Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
8,CHARGE DE CLIENTELE PARTICULIERS EN ALTERNANCE H/F LICENCE/B...,CIC EST,,"Présentation de la société Au CIC, nous souhaitons être à vos côtés dans votre vie d'étudiant ! Comment ? En vous offrant la possibilité de faire vos premiers pas dans le monde professionnel de la banque, en tant qu'alternant.  Nos engagements Groupe  Recruter 1 300 alternants par an dont 25% issus des quartiers prioritaires de la ville ou des communes de moins de 5 000 habitants. Proposer un CDI à 80% de nos alternants.  Vous souhaitez intégrer un environnement où l’esprit d’entreprendre, la modernité des outils de travail et un relationnel de proximité constituent le cœur de l’activité ? Rejoignez nos équipes !  Associez la pratique et la théorie  Intégrer le CIC en tant qu'alternant, c'est débuter une formation pratique qui se déroule dans le cadre d'un contrat d'apprentissage ou de professionnalisation, tout en réalisant vos études. C'est également une opportunité de vous familiariser avec nos méthodes de travail et de découvrir notre culture d'entreprise. C'est, en somme, un tremplin pour votre future carrière ! Durant un à deux ans, des missions qualifiantes et formatrices vous seront confiées dans des équipes qui sauront vous accompagner tout au long de votre alternance. À l'issue de cette période, vous aurez les connaissances nécessaires pour exercer le métier auquel vous aurez été préparé.  Si vous croyez que le métier de la banque de demain sera différent de celui d'aujourd'hui, VOTRE PROFIL NOUS INTERESSE ! Mission Développer et fidéliser un portefeuille de clients particuliers : telle est la mission du chargé(e) de clientèle particuliers. Ce profil commercial est l'interlocuteur privilégié des clients : il lui revient de les accompagner à toutes les phases de leur vie, en leur proposant les services (bancaires, d'assurance, immobiliers...) adaptés à leurs besoins et leurs projets. Réactivité mais aussi proactivité sont à la base de son activité quotidienne. Ses missions ne s'arrêtent toutefois pas là : il veille à la maitrise des risques et à la qualité des données de son portefeuille et en assure le renouvellement et l'enrichissement par des actions de prospection.  Activités /Missions confiées pendant l'alternance  Première étape: découverte de l'agence et des activités liées à l'accueil renseigner les clients et les orienter réaliser les opérations courantes de guichet vendre les produits et les services bancaires courants prendre des rendez-vous Deuxième étape: découverte de la clientèle des particuliers préparer et conduire des entretiens , avec accompagnement puis seul en autonomie assurer l'après-vente monter des dossiers de crédits, analyser les risques, anticiper et gérer leur dégradation préparer, organiser et suivre l'activité commerciale participer à des actions de prospection  Ces étapes seront réparties sur la durée de votre alternance en fonction du cursus poursuivi Prépare, organise et suit son activité commerciale  Prépare et conduit ses entretiens : Mobilise les spécialistes lorsque les besoins des clients le nécessitent.  Conquiert de nouveaux clients : Sollicite des recommandations ; développe la prescription. Conduit les actions de prospection (hors recommandation).  Assure le suivi de la relation  Analyse les risques, anticipe et gère leur dégradation Profil Vous êtes titulaire d'un Bac+2 validé  Savoir-être - savoir-faire  Vous savez communiquer et travailler en équipe Vous avez un tempérament commercial Vous disposez de bonnes capacités d'analyse et de synthèse. Vous êtes une personne rigoureuse, organisée et fiable. Vous êtes capable d'autonomie. Vous faites preuve de réactivité et de dynamisme Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse Informations complémentaires Rémunération fixe versée sur 13 mois Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles CIC FR Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
9,MOA Assurance Santé H/F,Capfi,,"CAPFI Banque et Assurance est l’entité experte du groupe CAPFI spécialisée en Conseil IT et Gestion de projet MOA. Nos experts disposent d’une double compétence : IT et métier.  Nous accompagnons nos clients dans la transformation de leur métier, dans le développement de leurs produits et de leurs services. Que ferez-vous ?  En tant que MOA Assurance Santé-Prévoyance, vous interviendrez en équipe chez un client sur des sujets comme : Migration / implémentation de progiciel : Graphtalk AIA, Activ’Infinite, CLEVA Mise en conformité du SI avec les nouvelles réglementations : PASRAU, Solvency / Solvabilité 2, RGPD / GDPR Digitalisation de produit ou de process : tiers payant, gestion de vie du contrat, parcours souscription - demande de remboursement… Vos tâches : Analyser l’existant Recueillir et analyser les besoins métier Rédiger les spécifications fonctionnelles générales et détaillées Participer à la phase d’homologation : rédaction des cahiers de test, suivi et exécution des cas de test, gestion des anomalies Suivre la mise en production Participer à la phase de conduite de changement : rédaction de la documentation, formation et support fonctionnel auprès des utilisateurs Reporter l’activité auprès du Chef de Projet  Est-ce vous ? Titulaire d’un Bac +5 Spécialisé.e en assurance santé et/ou prévoyance Adepte de la gestion de projet en Agile et/ou en Cycle en V Diplomate, consciencieux.se, réactif.ve Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
