,title,company,salary,summary
0,Conseiller en financement automobile H/F,GCA NANTES,3 000 € par mois,"Le Groupe GCA, implanté dans toute la France, est représenté au travers de 11 marques automobiles, 72 concessions, un centre véhicules d’occasion, 7 carrosseries, 3 magasins de pièces détachées et un centre d'appels. Le groupe compte aujourd'hui 1100 collaborateurs. En 2019, le Groupe GCA a vendu 20 617 véhicules neufs et 18 037 véhicules d’occasion, c’est le premier distributeur de véhicules hybrides en France. Le poste est basé au sein de la concession TOYOTA de SAINT-HERBLAIN. Mission Auprès d'une clientèle de particuliers et de professionnels, vous aurez en charge les activités relatives à la commercialisation de : solutions de financement prestations d'assurances produits périphériques. Profil Si vous êtes… Issu(e) d’une formation commerciale ou en banque assurance Passionné(e) par le monde de l’automobile Soucieux(se) de la satisfaction client Les conditions d’embauche sont les suivantes : CDI 39h hebdomadaire du lundi au samedi Salaire négociable selon expérience Commissions et Primes Intéressement et Plan d’épargne entreprise Mutuelle et Prévoyance Type d'emploi : Temps plein Salaire : à partir de 3 000,00€ par mois Avantages : Épargne salariale Titre-restaurant Horaires : Heures Supplémentaires Rémunération supplémentaire : Commissions Heures supplémentaires majorées Primes Télétravail: Non il y a 18 jours Signaler l'offre"
1,Chargé d'activité H/F,Crédit Agricole Assurances,,Pas de description
2,CHARGE DE CONDUITE DE PROJETS ET INNOVATIONS - ASSURANCE PRÉ...,Assurances Crédit Mutuel,,"Société ACM GIE  Nature du contrat CDD (8) Référence A039148  Localisation du poste STRASBOURG (67000) - BAS-RHIN Date de publication 17/04/2021  Niveau de formation BAC + 5 validé ou en cours Niveau d'expérience Jeune diplômé, Junior, Confirmé  Métier Assurances, Maitrise d'ouvrage, Gestion de projet     Présentation de la société Depuis 1971, nous imaginons, concevons et orientons les offres et services qui contribuent au développement de l’activité assurance du Crédit Mutuel, inventeur du concept de bancassurance.  Les Assurances du Crédit Mutuel sont présentes sur les marchés des assurances de biens, de personnes comme de l’assurance-vie, et nous proposons des solutions innovantes à tous ceux qui désirent se protéger et anticiper demain. C’est notre philosophie pionnière, humaine et innovante qui guide nos actions et nos décisions. Loin de nous contenter d’assurer les risques auxquels font face nos assurés aujourd’hui, nous cherchons au quotidien à prévenir les risques futurs et à construire une assurance de demain plus juste.  Les Assurances du Crédit Mutuel, c’est plus de 3 800 talents au service de plus 12,8 millions d’assurés générant un chiffre d’affaires de 10,4 milliards d’euros ce qui nous place parmi les acteurs majeurs de l’assurance et de la protection sociale en France.  Rejoindre les Assurances du Crédit Mutuel, c’est rejoindre une entreprise dans laquelle l’humain et son potentiel passent avant tout. C’est rejoindre un groupe qui porte haut et fort ses valeurs, un groupe de pointe dans lequel les innovations servent l’humain et dont la réussite se mesure à la satisfaction de ses salariés et de ses assurés. Mission La Direction Prévoyance-Emprunteurs, en charge du développement des assurances de prévoyance et des emprunteurs, souhaite renforcer son service Projets et Innovation, et propose un CDD de 8 mois.  Vous intégrez une équipe dynamique de chefs de projets MOA dans le domaine de la prévoyance pour les particuliers et pros/entreprises sur le marché français et international. Vous mettez à profit votre expertise diversifiée et vos talents pour bâtir des solutions et services innovants, simples et efficaces pour nos clients et nos réseaux de distribution. Vous contribuez à la réussite de la construction de l’assurance de demain qui nous permettra de toujours proposer des solutions en adéquation avec les besoins et le mode de vie des assurés et d’accompagner les réseaux Crédit Mutuel et CIC ainsi que nos réseaux internationaux dans leur stratégie de développement et de diversification.  Activités / Tâches spécifiques du poste  Vous travaillez en collaboration avec les différents acteurs du métier de la filière Prévoyance (la banque, la direction commerciale, les chargés de développement, les actuaires, les juristes, les gestionnaires, les équipes informatiques d’Euro Information) sur des projets variés : développement de nouvelles offres assurances, évolution des outils de vente et de gestion, mise à disposition de services digitaux, fluidification et simplification des formalités médicales, projets réglementaires, maintenance du système d’information existant.  Vous intervenez lors de chaque phase des projets qui vous seront confiés (réflexion, étude, conception, qualification, mise en production, suivi post-production). Vous assurez la conduite de changement avec votre équipe projet.  Vous participez à l'amélioration des process et outils actuels en profitant de votre expérience passée et de méthodes éprouvées.  Vous imaginez les modèles de vente, les interfaces et les process de demain en intégrant les possibilités offertes par l'IA et autres innovations technologiques. Profil De formation supérieure de type ingénieur ou MASTER 2, vous justifiez d'une première expérience en gestion de projets. Votre connaissance du métier de l’assurance ou du crédit bancaire serait un atout. Vous maitrisez les outils bureautiques et avez de bonnes affinités avec l’environnement informatique. Savoir-être - savoir-faire  Aller toujours de l’avant fait partie de votre philosophie, vous adoptez une attitude constructive dans vos projets en étant positif et force de propositions. Le sens de l’organisation, l’autonomie et la capacité d’adaptation, un bon esprit d’analyse et de synthèse et une bonne communication sont pour vous des indispensables à la conduite de projet.  Vous reconnaissez-vous ? Alors n’hésitez plus, les Assurances du Crédit Mutuel n’attendent plus que vous ! Avantages Rejoindre le groupe des Assurances du Crédit Mutuel c’est intégrer une entreprise innovante qui porte haut et fort les valeurs du mutualisme et qui place l'épanouissement et l'équilibre de vie de ses collaborateurs au cœur de ses préoccupations. Nos collaborateurs sont accompagnés tout au long de leur carrière par un investissement important en formation, et de nombreuses opportunités d’évolution. Nous leur offrons également un package de rémunération attractif (rémunération sur 13 mois, intéressement et participation + abondement, Plan épargne entreprise…) et de nombreux autres avantages à découvrir sur notre site internet (excellent système protection sociale, RTT, conditions bancaires et assurances préférentielles…) Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
3,Chargé.e des risques H/F,BPCE Solutions Crédit,,"Description de l'entreprise BPCE Solutions Crédit est une filiale du Groupe BPCE, 2ème groupe bancaire en France, spécialisée dans la gestion des crédits immobiliers, des assurances emprunteurs et du recouvrement de créances. Forte de 19 adhérents au sein du Groupe, Caisses d’Epargne, Banques Populaires et Crédit Foncier de France, BPCE Solutions Crédit est une entreprise en pleine croissance, ayant intégré récemment l’ensemble des activités de gestion de crédit du Crédit Foncier. Dans ce contexte, BPCE Solutions Crédit recrute. Vous avez envie de rejoindre une entreprise jeune, dynamique et en pleine croissance ? Vous souhaitez vous investir au service des différents établissements du Groupe ? Vous recherchez un environnement à taille humaine et des missions variées ? Voici le poste et les missions que nous vous proposons : Poste et missions Au sein du département des Risques, rattaché au Secrétariat Général, et dans le cadre des normes et chartes Groupe relatives aux risques, au contrôle permanent, à la conformité, vous assurerez la prévention, la détection, l’évaluation et la surveillance des risques et animerez le dispositif de maîtrise de ces risques sur l’ensemble des activités de l’entreprise. Vous travaillerez en lien avec les directions opérationnelles et les fonctions support de l’entreprise, les adhérents et la filière de rattachement de BPCE. Vous veillerez à concentrer les moyens sur les zones les plus sensibles / critiques issues de l’approche par les risques, et à intégrer dans votre approche les enjeux de performance et de qualité de service de l’entreprise. Le département des Risques couvre les domaines conformité, contrôle permanent, risques et sécurité. Gérer et animer le dispositif de maîtrise des risques opérationnels et de non-conformité : • établir et gérer la cartographie des risques opérationnels et de non-conformité • décliner le dispositif permettant de détecter, d’évaluer, de contrôler et de surveiller les risques opérationnels et de non-conformité portés par l’entreprise et en assurer la mise à jour • documenter et piloter la mise en œuvre du plan annuel de contrôles de 2ème niveau des risques opérationnels et de non-conformité • consolider et analyser les résultats des contrôles permanents, incidents, réclamations, indicateurs de risque • définir et suivre les actions correctrices à mettre en œuvre, en lien avec les métiers Produire le reporting permettant de piloter et de suivre la maîtrise des risques opérationnels et de non-conformité : • proposer et produire les états de reporting nécessaires au pilotage des risques et des plans d’actions • alerter, en tant que de besoin le responsable de département et la direction • participer à la préparation et à l’animation des comités des risques et du contrôle permanent Emettre un avis sur la conformité réglementaire des activités, procédures, offres: • émettre un avis sur la conformité réglementaire des évolutions d’activités, procédures et offres ainsi qu’en cas de nouvelles activités, procédures ou offres • identifier / décliner les impacts des évolutions sur le dispositif de maîtrise des risques de non-conformité • assurer des revues de conformité de processus Assurer une activité de veille et de sensibilisation: • suivre l’actualité réglementaire et de la filière Conformité de BPCE, relayer les informations et suivre et/ou assurer, selon le cas, leur déclinaison interne • Accompagner et conseiller les métiers dans le déploiement et le maintien en condition opérationnelle de leur dispositif de maîtrise des risques. Participer à la sensibilisation des équipes et à la diffusion d’une culture du risque et du contrôle interne dans l’entreprise. Contribuer au bon fonctionnement du département des risques: • contribuer à la suppléance des autres activités du département, participer à d’autres travaux en cas de nécessité (contrôle permanent, missions d’investigations sur des dysfonctionnements, missions d’analyses de processus). • Contribuer à la réussite de la feuille de route du département des Risques. Profil et compétences requises Vous justifiez d’une formation de niveau BAC +3/5 dans le domaine juridique ou gestion des risques/contrôle interne et d’une expérience (3 à 5 ans) dans le domaine de la conformité, du contrôle, des risques et/ou sur les métiers du crédit immobilier ou du recouvrement. Vous êtes reconnu.e pour votre rigueur, vos qualités d’analyse et de synthèse et vos capacités rédactionnelles. Vous êtes organisé.e et savez concevoir un plan d’action, gérer plusieurs missions variées en parallèle, en anticipant et gérant les éventuelles difficultés et délais. Facilitant et doté.e d’une bonne aisance relationnelle et du sens de la pédagogie, vous serez en mesure de communiquer avec les équipes opérationnelles, les directeurs, les adhérents de BPCE Solutions Crédit et les interlocuteurs des filières risques, contrôle permanent et conformité de BPCE. Vous avez fortement envie de vous investir dans une entreprise en développement et de participer à son évolution. Le poste chargé.e de risques est basé de préférence sur le site de Maisons Alfort, mais une localisation sur un des autres sites est également possible (Reims, Montpellier, Laval). Le poste nécessite cependant des déplacements réguliers sur l’ensemble des sites de l’entreprise. Informations complémentaires sur le poste GROUPE BPCE il y a 25 jours - Continuer pour postuler Signaler l'offre"
4,ALTERNANCE - Chargé de gestion assurances H/F,Crédit Agricole Assurances,,"Description du poste  Au sein du Pôle Développement, vous serez rattaché à l'équipe Commerciale de Lyon. Elle a pour mission d'accompagner les réseaux dans le devéloppement de leur portefeuille PME et ETI.  Vous serez chargé d'accompagner les commerciaux dans le développement et le suivi de leur portefeuille client et de participer aux missions transverses en lien avec l'activité.  Vos principales missions seront les suivantes: Assister les commerciaux dans le développement commercial Tarification et Préparation des études Participer à la démarche de contractualisation et de mise en gestion Contribuer au suivi des contrats en portefeuille Participer aux opérations commerciales spécifiques  Ce poste est localisé à Lyon.  Critères de candidature Durée 12 à 24 mois Cadre / Non Cadre Non cadre Niveau d'étude minimum Bac + 3 / L3 Formation / Spécialisation Licence/Bachelor en Assurances Niveau d'expérience minimum 0 - 2 ans Soft skills Rigueur Exigence Sens du relationnel Esprit d'inititiative Apprécie le travail en équipe Outils informatiques Pack Office Entreprise Crédit Agricole Assurances Crédit Agricole Assurances, premier assureur en France, rassemble les filiales assurances du Crédit Agricole. Le groupe propose une gamme de produits et services en épargne, retraite, santé, prévoyance et assurance des biens. Ils sont distribués par les banques du groupe Crédit Agricole en France et dans 7 pays dans le monde, par des conseillers en gestion patrimoniale et des agents généraux. Les compagnies de Crédit Agricole Assurances s'adressent aux particuliers, professionnels, agriculteurs et entreprises. A fin 2019, Crédit Agricole Assurances compte 4 700 collaborateurs et son chiffre d'affaires s'élève à 37 milliards d'euros (normes IFRS). Groupe Crédit Agricole il y a 28 jours - Continuer pour postuler Signaler l'offre"
5,ALTERNANCE - Chargé d'etudes statistiques H/F,Crédit Agricole Assurances,,"Description du poste Au sein de l'activité Pilotage Commercial et Connaissance Client, vous êtes rattaché au Responsable des activités ""Pilotage Epargne-Retraite"" et ""Animation-ciblages du Pôle Vie"".  Vous prenez en charge et monté en compétence sur une partie de la réalisation et la production des activités ""Pilotage Epargne-Retraite"" et ""Animation-ciblages du Pôle Vie"" à destination des réseaux (Crédit Agricole, LCL) et des BU interne Prévoyance et Epargne. Vous pourrez porter et construire un projet des équipe pilotage qui sera également la source de votre mémoire.  Principales Missions :  Extractions de portefeuilles/ciblages à partir de notre base de données (Infocentre) Rédactions de requêtes SAS (Data, SQL) Exécutions de requêtes déjà développées Réalisations de cibles pour des animations commerciales Bilans d'animations commerciales Produire et créer des suivis commerciaux Créer et industrialiser des tableaux de bord de pilotage Assurer les publication auprès des destinataires concernés Contrôler et extraire les données: Veiller à la fiabilité des indicateurs mis à disposition, en opérant les contrôles de cohérence nécessaires. Extraire de l’infocentre tous les mois les données indispensables Valoriser l'information et y donner du sens (sens de la données, et sens de la visualisation utilisateurs)  Critères de candidature Durée 12 à 24 mois Cadre / Non Cadre Non cadre Niveau d'étude minimum Bac + 3 / L3 Formation / Spécialisation Licence Statistiques et/ou informatique décisionnelle Niveau d'expérience minimum 0 - 2 ans Soft skills   Vous disposez d'un réel sens relationnel et avez d'excellentes capacités à communiquer et vulgariser vos idées d'une manière claire et intelligible pour un public large.  Vous êtes curieux et vous avez déjà une première expérience d'utilisation des outils SAS et Data SQL en entreprise. Outils informatiques SAS - Data SQL connu et maitrisé Entreprise Crédit Agricole Assurances Crédit Agricole Assurances, premier assureur en France, rassemble les filiales assurances du Crédit Agricole. Le groupe propose une gamme de produits et services en épargne, retraite, santé, prévoyance et assurance des biens. Ils sont distribués par les banques du groupe Crédit Agricole en France et dans 7 pays dans le monde, par des conseillers en gestion patrimoniale et des agents généraux. Les compagnies de Crédit Agricole Assurances s'adressent aux particuliers, professionnels, agriculteurs et entreprises. A fin 2019, Crédit Agricole Assurances compte 4 700 collaborateurs et son chiffre d'affaires s'élève à 37 milliards d'euros (normes IFRS). Groupe Crédit Agricole il y a 26 jours - Continuer pour postuler Signaler l'offre"
6,Conseiller en Epargne à Distance H/F,GRESHAM Banque Privée,,"APICIL Epargne, filiale du Groupe APICIL (3ème groupe de protection sociale en France), recherche un Conseiller en Gestion Epargne à Distance H/F dans le cadre d'un CDI.  Dans ce cadre, vos missions seront : Assurer la relation client par téléphone dans un objectif de qualité et de réactivité ; Fidéliser le portefeuille en développant l’arbitrage et la collecte générés par chaque client ; Mettre en application le plan d’action défini chaque année en terme d’activités et de production ; Réaliser des rendez-vous à distance comprenant la mise à jour du dossier client (connaissance client, profil financier) ; Assurer un suivi régulier des besoins exprimés par les clients et anticiper leurs évolutions et définir annuellement les objectifs des clients et leur faire une proposition en adéquation de la connaissance client et de son profil d’investissement; S’appuyer les actions commerciales et les campagnes marketing définies dans le cadre du plan d'actions du périmètre d'intervention en optimisant l'organisation de ses rendez-vous ; Prospecter et distribuer les produits d'épargne individuelle ; Contribuer à développer la satisfaction du client ; Coopérer avec les services clients, les services gestion et les autres réseaux commerciaux du groupe (épargne collective notamment).  De formation BAC +2/3, vous disposez d'une première expérience professionnelle réussie en banque ou en assurance. Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
7,Chargé.e de communication rédactionnelle,Mutuelle Intériale,,"Description du poste et Missions Le/La chargé.e de communication rédactionnelle contribue à la rédaction des supports de communication dans un souci d’homogénéisation de notre communication externe.  Sous la responsabilité du/de la responsable de communication externe, vous participez à la conception et à l’exécution de contenu déclinées sur différents formats de communication (externe, relationnelle, institutionnelle, marque).  Dans ce cadre, vous participez : au conseil en matière de contenu auprès des directions « métiers » en accord avec les règles éditoriales et la stratégie définie par le/la responsable de communication externe à la conception/rédaction du plan de communication externe   à la mise en l’état d’être publiés (rewriting, travail éditorial) des contenus en provenance des directions « métiers »   à la gestion du calendrier éditorial multi-supports   Vous rédigez : le contenu du magazine Intériale Infos (interviews, articles, etc) et des newsletters adhérents   les différents contenus de communication externe dont notamment les supports commerciaux, les brochures institutionnelles, le volet non financier du rapport annuel d’activités, les contenus pages web (rubriques institutionnelles) Profil recherché De formation Bac+5 en journalisme/communication, vous disposez d’une expérience de 3 à 5 ans sur une fonction similaire en entreprise : responsabilité de la rédaction et de la relecture de contenus.  Vous possédez une excellente maîtrise de la langue française écrite et la capacité à contextualiser, problématiser et synthétiser l’information.  Vous savez être proactif pour les mises à jour des différents supports de communication et travailler dans des délais courts.  Vous démontrez de solides aptitudes pour conseiller et guider les interlocuteurs des directions « métiers » sur les meilleures pratiques de conception de contenus multi-supports.  Vous aimez et vous savez travailler en équipe et en mode transverse. Informations utiles Localisation Paris, France - pas de déplacement Contrat CDI Salaire Non défini Niveau de qualification Ingénieur/Cadre/Bac +5 Expérience 1 à 7 ans Modalités de travail Temps complet Fonction Marketing/Communication/Graphisme Secteur Banque/Assurance/Finance Télétravail Non Qui sommes nous ? Mutuelle Interiale 59 rue Rachel Lempereur • 59000 Lille • France Créé en 2008, INTERIALE est un groupe leader de la protection sociale complémentaire. La mutuelle accompagne près de 500 000 agents publics et leur famille pour leur santé et leur prévoyance. Fortement tournée vers la prévention, l’innovation et le digital, elle s’inspire à la fois du mutualisme historique et l’univers high-tech. C’est ainsi qu’elle fait vivre ses valeurs : créativité, fiabilité et solidarité. Très présente auprès de ses adhérents et soucieuse de la préservation de leur capital santé, INTERIALE est une entreprise à taille humaine. Présente dans 7 ministères et plus de 1000 collectivités, elle dispose d’une véritable expertise des fonctions, des environnements et des risques professionnels de celles et ceux qu’elle protège au quotidien dans leur grande diversité de métiers. INTERIALE compte 400 collaborateurs, répartis sur 3 sites principaux (Paris, Lille, Toulouse) et une cinquantaine d’agences en métropole et territoires d’outremer. En 2019, une nouvelle direction générale a entrepris un plan ambitieux de transformation, positionnant la thématique humaine et managériale au cœur des priorités collectives avec une volonté de rendre chaque collaborateur acteur du projet mutualiste. Afin de matérialiser son engagement, une direction de la Transformation, du Capital Humain et de la RSE a été créée en 2020. Son objectif principal est de placer le capital humain au cœur de sa transformation, en développant les compétences, l’intelligence humaine et collective au service de la performance et de l’excellence adhérents. il y a 2 jours - Continuer pour postuler Signaler l'offre"
8,CHARGE DE CLIENTELE PARTICULIERS H/F,CAISSE REGIONALE CREDIT MUTUEL ILE DE FRANCE,,"Présentation de la société Deuxième banque de détail en France, le groupe Crédit Mutuel Alliance Fédérale comprend le réseau du Crédit Mutuel Alliance Fédérale et l’ensemble de ses filiales, dont le CIC. Avec ses principales filiales, CIC (acquis en 1998) et Targo Bank (acquis en 2008), le Groupe Crédit Mutuel Alliance Fédérale est au service de 17,4 millions de clients dans 4 459 points de vente.Dans cet ensemble, les 1 932 Caisses et points de vente du Crédit Mutuel servaient 6,2 millions de clients, dont 4 millions de sociétaires, au 31 décembre 2009.Comme il l’a toujours été, le Crédit Mutuel reste fidèle aux lignes de force qu’il s’est fixé avec succès : la banque mutualiste, la banque de proximité, la banque technologique et la bancassurance. Le Crédit Mutuel est une banque mutualiste : le réseau des Caisses locales constitue le maillon essentiel de l’organisation du Crédit Mutuel. Il assure un vrai service de proximité à nos clients et permet une grande réactivité. Mission Le Chargé de Clientèle Particuliers développe, gère et fidélise un portefeuille de clients particuliers « coeur de cible » Dans le cadre d' une approche par univers de besoins, il leur vend les produits et services bancassurances optimisant leur équipement et leur permettant de réaliser leurs projets. Il vise la maîtrise des risques et la rentabilité de son portefeuille. Par des actions de recommandation et de prospection, il assure l'enrichissement et le renouvellement de son portefeuille et contribue au développement commercial de son agence. Dans certaines organisations, il exerce des activités de guichet et/ou de maintenance des automates. Activités / Tâches spécifiques du poste: Le Chargé de Clientèle Particuliers : Prépare, organise et suit son activité commerciale Prépare et conduit ses entretiens : Mobilise les spécialistes lorsque les besoins des clients le nécessitent. Conquiert de nouveaux clients : Sollicite des recommandations ; développe la prescription. Conduit les actions de prospection (hors recommandation). Assure le suivi de la relation Analyse les risques, anticipe et gère leur dégradation Profil Connaissances et compétences : Expérience confirmée dans le métier de Conseiller Bancaire/Conseiller Clientèle - Compétences commerciales démontrées Maîtrise de la gestion des risques (risques naissants, suivi débiteurs, pré-contentieux...) Capable de procéder à des analyses de rentabilité et de risques Savoir mener et concrétiser un entretien de vente Bonne culture économique (notamment du tissu économique local) Savoir-être - savoir-faire : Bonne expression écrite et orale Aisance relationnelle, écoute Rigueur, organisation et autonomie Disponibilité, réactivité et dynamisme motivation commerciale, force de conviction, capacité d'adaptation, empathie Savoir communiquer et travailler en équipe Savoir faire preuve de pédagogie. Certification(s)/Accréditation(s) : AMF indispensable. Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse CIC FR Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
9,Originateur Equity Capital Market (H/F),Natixis,,"Poste et missions   Bienvenue chez Natixis, l’entreprise qui vous offre bien plus qu’un job ! https://www.youtube.com/watch?v=DdaoWX466VY&list=PLCffxNP5tKRS4JIutLJW04CvFxAAJrT95&index=11 Chez Natixis, nous concevons des solutions en gestion d’actifs et de fortune, financement, investissement, assurance et paiements. Notre ambition : nous dépasser collectivement pour mieux accompagner nos clients et leur proposer les meilleures solutions pour leur développement. Chez Natixis, nos talents sont notre principal atout. Rejoignez-nous et vous aurez les clés pour faire bouger les choses et avoir un réel IMPACT. Rejoignez-nous et vous découvrirez un monded’OPPORTUNITÉS. Rejoignez-nous et vous donnerez du sens à votre poste par votreENGAGEMENTen faveur de la société comme de l’environnement. Signataire de la Charte de la diversité, Natixis veille à promouvoir tous les talents et à accompagner le développement de chacun de ses 16 000 collaborateurs présents dans 38 pays. Pour la 3e année consécutive, elle est certifiée Top Employer France 2020.  JobDescription  Au sein d'Investment Banking de la Banque de Grande Clientèle, vous intégrez Equity Capital Market (ECM).  Cette équipe accompagne et conseille les clients corporates et institutions financières pour la structuration et le placement de leurs opérations financières sur actions (introduction en bourse, augmentation de capital, émission d'obligations convertibles etc.) et des offres publiques. Elle est composée de professionnels répartis par secteur et par géographie, et travaille en étroite collaboration avec les autres expertises du pôle Coverage & Advisory et plus largement de la Banque de Grande Clientèle de Natixis, i.e. notamment les équipes de Mergers & Acquisitions, Capital Advisory, Acquisition & Strategic Finance, Debt Capital Market, en lien avec le Coverage.  A ce titre, vos tâches principales couvrent :  L’origination et le marketing d’opérations financières sur actions et d’offres publiques auprès de clients corporate, financial sponsors ou institutions financières, à travers notamment la définition et la mise en œuvre de démarches marketing sur un portefeuille de clients, la préparation effective des pitches avec le soutien des analystes et associates et la présentation aux clients L’exécution des missions d’opérations financières sur actions et d’offres publiques attribuées par les clients, avec le soutien de la syndication, du montage et des analystes  Profil et compétences requises   De formation supérieure, vous avez une expérience réussie de minimum 5/6 ans en banque d’investissement ou en finance d’entreprise (de préférence en ECM ou en Equity Advisory).  Vous avez un fort tempérament commercial et de solides bases en matière d’analyse financière et stratégique.  Plus généralement, vous avez des connaissances approfondies en finance d’entreprise (évaluation d’entreprises, modélisation financière, etc.) ainsi qu'une grande créativité et un esprit critique vous permettant de contribuer à formuler des solutions sur-mesure adaptées aux besoins de nos clients.  Votre êtes à l’aise pour évoluer dans un environnement exigeant et disposez d'une grande autonomie pour produire et délivrer les pitches, avec le soutien des analystes.  Vous êtes reconnu pour votre goût et votre capacité à travailler en équipe et vous savez communiquer au sein du groupe et à un haut niveau chez les clients.  Vous disposez d’une maîtrise professionnelle de la langue anglaise, à l’écrit comme Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
