,title,company,salary,summary
0,ANALYSTE DEVELOPPEUR - CONTRATS BANQUE A DISTANCE (H/F),EURO-INFORMATION,,"Présentation de la société Euro-Information, filiale technologique de Crédit Mutuel Alliance Fédérale, conçoit, réalise, maintient et exploite un système d’information commun utilisé par le Groupe.  Les activités de développement et de production informatique au niveau national et international sont assurées par environ 3700 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes. Mission Au sein du domaine « Logistique, Outils de Pilotage et Gestion des contrats BAD », l’équipe que vous intégrerez gère des applications relatives à la banque à distance. Dans ce cadre, vous serez amené(e) à prendre en charge la conception, la réalisation et la qualification de projets, et à participer au suivi des applications en production.  Ces applications sont mises à disposition de nos clients, de nos centres de métiers, des caisses et agences du Crédit Mutuel et du CIC, de certaines banques étrangères (Targobank Allemagne, …).  L’activité principale porte sur le développement et la maintenance d'applications intranet et internet.  Au sein de l’équipe, vous aurez pour mission de : Participer aux développements, à la qualification, au déploiement, à la maintenance et au support. Garantir le suivi et la réception des développements éventuellement sous-traités. Contribuer à la démarche qualité (SMQ) en vigueur dans l’entreprise. Assurer la rédaction des spécifications fonctionnelles et techniques. Profil De formation Bac+4/+5 en informatique, vous justifiez d’une expérience réussie dans l’analyse et le développement. Vous avez une réelle sensibilité fonctionnelle associée à un bagage technique compatible avec notre environnement (C# .Net). Un bon niveau d’anglais est souhaitable.  Doté d’un bon esprit d’équipe, vous avez le goût des contacts et l’aptitude à communiquer ? Vous êtes reconnu pour vos prises d’initiative et savez gagner rapidement en autonomie ? Vous avez envie de vous investir fonctionnellement et techniquement dans le domaine, tout en acquérant de nouvelles compétences pour progresser ? Alors cette offre est faite pour vous ! Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse Informations complémentaires Le poste est à pourvoir dès que possible à Tassin la Demi-Lune.  TASSIN LA DEMI LUNE (69160) - RHÔNE | CDI | Niveau de formation : BAC + 4 validé, BAC + 5 validé ou en cours | Niveau d'expérience : non renseigné | Métier : Informatique : Etudes & Développements - Analyste développeur et/ou Développeur, Informatique Euro Information Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
1,"ANALYSTE DEVELOPPEUR ""SYSTEME D'ECHANGES FLUX BANQUE-ENTREPR...",EURO-INFORMATION,,Pas de description
2,Analyste Crédits H/F,C2-FINANCES,1 539 € par mois,"Missions : Prise en charge l’analyse des dossiers (réception, complétude, étude des pièces, saisies des informations...) Réaliser l’étude de comptes, la faisabilité et scoring auprès de nos différents partenaires bancaires. Assurer la transmission et suivi en banque de l’envoi du dossier au déblocage des fonds. Prendre en charge les appels téléphoniques du back-office (préfiltrage/faisabilité) Type de contrat : Contrat de professionnalisation en CDD de 12 mois. Formation interne et formation IOBSP niveau I – Examen qualifiant/validant en fin de formation. Temps plein 35h/semaine - Possibilité d’évolution en CDI Lieu de travail : Au siège sis 14 rue des buissons 34660 Cournonsec Horaires de travail : 9h-12h30 / 14h-17h30 (sauf modifications) Profil recherché : Niveau BTS ou inférieur (BAC mini) de préférence en banque, assurance ou gestion. Appétence pour les outils et logiciels informatiques (Office, logiciel de messagerie, outils internes) Faculté d’adaptation, bon sens relationnel - Organisé et rigoureux Connaissance en matière de crédit préférable. Motivé à l’apprentissage du métier d’analyste Date limite de candidature : 30/04/2021 Date de début prévue : 17/05/2021 Type d'emploi : Temps plein, Contrat pro Salaire : 1 539,00€ par mois Expérience: analyste crédits h/f ou similaire: 1 an (Souhaité) Télétravail: Non il y a 16 jours Signaler l'offre"
3,"BANQUIER PRIVE H/F – Aude, P.O. – CDI",Caisse d'Epargne Languedoc Roussillon,,"Description de l'entreprise La Caisse d’Epargne Languedoc Roussillon, acteur majeur sur son territoire, couvre tous les métiers de la banque commerciale. Banque historique des particuliers, c'est aussi la banque des professionnels et des décideurs en région. A ce titre elle accompagne l’ensemble des acteurs qui participent au développement local et régional : Particuliers, Entreprises, Organismes de l’économie sociale et du logement social, Collectivités et institutionnels locaux et Professionnels de l’immobilier. Avec près de 1.1 million de clients, représentant environ 40% de la population du territoire, la Caisse d’Epargne Languedoc Roussillon dispose d’un réseau de 184 agences, et 4 centres d’affaires. Banque de proximité et Banque digitale, elle accompagne au quotidien les projets innovants et créateurs de richesses en octroyant 2 milliards de nouveaux crédits aux ménages, aux professionnels, aux entreprises et aux collectivités locales. Très attachée à l'accompagnement de l'ensemble de ses collaborateurs La Caisse d’Epargne Languedoc Roussillon les accompagne dans leur projet professionnel tout au long de leur parcours de carrière.  Poste et missions Dans le cadre de la création de notre Banque Privée et du Dirigeant, nous recherchons un Banquier Privé Expert qui sera rattaché au Directeur Banque Privée du Dirigeant. En tant Spécialiste reconnu de la Banque Privée, vous êtes l’interlocuteur privilégié de notre clientèle à enjeux forts et au profil de Dirigeant sur les départements de l'Aude et des Pyrénées Orientales. A ce titre, vous : o Gérez, développez et fidélisez un portefeuille de clients et prospects dirigeants et fortunés dans le cadre d’une approche patrimoniale globale : Prendre en charge et exploiter avec proactivité un portefeuille de clients, Exploiter les outils et les indicateurs à sa disposition pour optimiser la rentabilité du portefeuille, Apporter son expertise sur l’ensemble des besoins du portefeuille clients, en particulier sur les opérations financières complexes.  o Obtenez des rendez-vous qualifiés à valeur ajoutée,  o Menez des entretiens et contractualisez la relation client dans le cadre d’une approche patrimoniale Préparer les rendez-vous en démarche globale et en approche famille, Effectuer une découverte client complète, Diagnostiquer la situation patrimoniale, Préconiser des solutions appropriées notamment au travers de l’offre Gestion Privée, Réaliser des prestations écrites à valeur ajoutée en fonction de la rentabilité et des risques, Définir une marge de négociation afin d’arrêter une position équitable et partagée, dans le respect des procédures en vigueur, Concrétiser la vente en présentant et expliquant au client les termes et le cadre juridique du contrat.  o Déclenchez la réalisation du contrat dans le respect des règles et des procédures.  o Développez et animez un réseau de prescripteurs en interne dans le respect de son segment de clientèle (Centres d’affaires, Direction de l’Ingénierie Financière,..) et en externe,  o Réalisez un diagnostic précis de la situation client et de ses besoins en identifiant ses projets et ses attentes tout en vous assurant des risques encourus et de la rentabilité,  o Participez et contribuez aux projets en lien avec le développement commercial de la Banque Privée. Profil et compétences requises De formation Bac+5 en gestion de patrimoine, vous justifiez d’une expérience reconnue et confirmée (5 ans minimum) en tant que Banquier Privé, Votre assurance et votre posture vous permettent d’échanger aisément avec vos clients haut de gamme, Vous disposez d'une aisance rédactionnelle d’un très bon sens de l'analyse, de la synthèse, Vous êtes rigoureux(se) dans votre travail et avez un sens aigu des priorités, Vous maitrisez la gamme des produits et services bancaires et patrimoniaux et types de financements liés à cette clientèle, Vous disposez d’une solide culture générale, D’un naturel accueillant, vous avez le sens de l’écoute et du service et savez convaincre vos interlocuteurs grâce à vos qualités d’orateur, Vous respectez les règles de conformité et avez un sens aigu de la confidentialité. Informations complémentaires sur le poste GROUPE BPCE il y a 7 jours - Continuer pour postuler Signaler l'offre"
4,Ingénieur Systèmes Et Réseaux (H/F),INNOVATION ENERGIE DEVELOPPEMENT,35 000 € - 40 000 € par an,"Offre d’emploi : Ingénieur d’études et conceptions réseaux électriques La société : Innovation Energie Développement - IED - est une société de conseil et d’ingénierie engagée dans la coopération internationale depuis 1988. Spécialisée dans les projets en Afrique et en Asie, IED est un acteur reconnu pour sa maîtrise des énergies renouvelables (photovoltaïque, biomasse et hydroélectricité) et pour son expertise en ingénierie électrique. Animée par une logique de durabilité et d’impacts socio-économiques découlant de son action, IED : Réalise des études d’ingénierie (APS, APD, faisabilité & exécution) et des diagnostiques techniques et socio-économiques (notamment en analyse de la demande d’électricité) ; Conseille les décideurs publics dans la définition et la mise en œuvre de leur stratégie énergétique, en particulier à travers la conception de schémas directeurs et de plans nationaux ou supranationaux ; Conçoit, développe et supervise la construction des infrastructures de production, transport et distribution de l’électricité en milieu rural comme urbain (AMO et MOE) ; Accompagne les acteurs du secteur de l’énergie par de l’assistance technique variée (notamment DAO) et du renforcement de capacités (principalement par de la formation et le développement/vente de logiciels). Fort d’une équipe multiculturelle aux compétences variées comptant environ 25 collaborateurs en France et une centaine à l’étranger, IED travaille actuellement dans une vingtaine de pays, ses projets étant régulièrement montés en partenariat avec des entreprises et ONG réputées du secteur de l’énergie et du développement. Dans ses interventions, IED collabore avec les institutions nationales - ministères de l’énergie, collectivités territoriales - et internationales - notamment Banque Mondiale, UE, AFD, AfDB, DFID, MCC, ONU, FFEM - les compagnies nationales d’électricité, les agences de régulation et d’électrification rurale, les multinationales de l’énergie et les entreprises locales, ce qui lui permet de bien connaître à la fois les acteurs du secteur et le cadre règlementaire de ses pays d’intervention. Notre politique RSE volontariste, couplée à notre maîtrise de l’environnement énergétique global et de l’ensemble des étapes d’électrification, a incité IED à créer IED Invest. Depuis 2011, cette société sœur d’IED concrétise la notion de « partenariats public privé » à travers le développement, la construction et l’exploitation de petites unités décentralisées de production d’électricité à base d’énergies renouvelables, conciliant ainsi développement économique et durabilité écologique. Le Groupe IED compte de nombreuses références dans les zones Afrique et Asie, notamment au Bénin, Burkina Faso, Cameroun, Côte d’Ivoire, Kenya, Cambodge, Birmanie, …., en perpétuelles évolutions au gré des nouvelles affaires acquises. Le contexte du poste : Voici un bref aperçu du type de projets qu’IED réalise actuellement et sur lesquels vous pourriez intervenir : Etudes de faisabilité, APS, APD et DAO pour la réalisation de l’interconnexion entre les réseaux HTB interconnecté Sud (RIS) et le réseau interconnecté Nord (RIN) du Cameroun, le renforcement de la desserte Ouest et Nord-Ouest, et celle du Sud-Ouest, et l’interconnexion avec le Nigéria et le Tchad ; Études APS/APD/exécution et assistance à maîtrise d’ouvrage pour la restructuration et l’extension de réseaux MT/BT en zones urbaines et périurbaines au Bénin ; Études d’ingénierie et suivi de travaux de construction de réseaux MT/BT pour raccorder 52 villages au réseau national au Congo-Brazzaville, pour la réhabilitation des réseaux MT/BT des villes de Bambari et Berberati en Centrafrique, pour la connexion de centrales PV (Niger, Côte d’Ivoire, Burkina Faso) ; Etudes de réseaux pour la réalisation de Plan Directeurs Production, Transport et Distribution (Namibie, Bénin, Madagascar, Cambodge) Développement de logiciels « maison » en génie électrique (Giselec, NAP) et formation des professionnels du secteur à leur utilisation Responsabilités et missions proposées : Intégré au sein d’une équipe et sous la responsabilité d’un chef de projet, vous interviendrez sur : 1. Etudes de faisabilité et de dimensionnement : · Etudes (APS, APD) de projets de transport et distribution d’électricité (HTB/HTA /BT) · Définition des spécifications techniques, dimensionnements mécaniques · Contribution à la rédaction des pièces écrites : Rapports APS, APD, Spécification techniques et DAO · Chiffrage des ouvrages électriques HTB, HTA et BT 2. Assistance à Maîtrise d’Ouvrage et contribution à la Maîtrise d’Œuvre : · Rédaction des DAO, appui à la passation de marchés, sélection des fournisseurs et prestataires · Contribution à la revue d’études d’exécution, à la supervision, au contrôle, à la réception de travaux 3. Appui divers : · Action commerciale (rédaction de méthodologies techniques d’EoI et appels d’offres) · Préparation et dispense des formations logiciels et renforcement des capacités techniques 4. Suivant votre expérience, vous pourrez évoluer en Responsable de projets : · Gestion progressive des affaires d’études : gestion des parties prenantes et interface client, définition et suivi des outils de pilotage, production des livrables, respect des échéances, contrôles budgétaires, visites de sites, communication projets, capitalisation Basé en France, à Francheville (Métropole de Lyon), le collaborateur effectuera des déplacements réguliers dans les pays d’intervention en Afrique et en Asie. Le poste est à pourvoir en CDI. Profil souhaité : Ingénieur en électricité, spécialité ingénierie des réseaux de transport et/ou distribution d’électricité Expériences/compétences souhaitées dans la réalisation d’études d’ingénierie de réseaux électriques (HTB, HTA ou BT), études de raccordement de production, conception de postes (HTB et/ou HTA) et spécification des protections - conception de ligne (études mécaniques) serait un plus Maîtrise souhaitée de logiciels de calcul et de dimensionnement de réseaux (PowerFactory, NEPLAN, …), connaissance de logiciels DAO (Autocad) et/ou de logiciels en conception mécanique de lignes (PLS, CAMELIA ou autres ) serait un plus Anglais courant indispensable, Espagnol serait un plus Expériences sur projets d’électrification urbaine ou rurale dans des pays en développement appréciées Qualités recherchées : Capacités de recherche de solutions, de respect des délais et de réactivité Sens des responsabilités et goût du challenge permanent Esprit d'équipe et aptitudes à évoluer dans un environnement international et interculturel Aptitude à travailler en mode d’organisation projet Rémunération fixe à négocier selon profil et expérience + variable (intéressement CA et primes performances) Prise en charge 50% carte de transports / mutuelle groupe et assurance rapatriement / tickets restaurants Merci d’adresser votre lettre de candidature + CV à M. Raphaël ACCART en précisant l’intitulé du poste. Statut : Cadre Mots-clés similaires: informatique, ingénieur électronique, ingénieur, ingénieur système Type d'emploi : Temps plein, CDI Salaire : 35 000,00€ à 40 000,00€ par an Avantages : Participation au Transport RTT Titre-restaurant Horaires : Périodes de Travail de 8 Heures Rémunération supplémentaire : Primes Télétravail: Temporairement en raison du COVID-19 Précautions contre le COVID-19: Processus de recrutement à distance Équipement de protection individuel fourni ou requis Consignes de distanciation sociale Entretiens virtuels Procédures renforcées de désinfection et de nettoyage il y a 20 jours Signaler l'offre"
5,ANALYSTE DÉVELOPPEUR (H/F),EURO-INFORMATION,,"Présentation de la société Euro-Information, filiale technologique du groupe Crédit Mutuel Alliance Fédérale, conçoit, réalise, maintient et exploite un système d’information commun utilisé par le Groupe. Les activités de développement et de production informatique au niveau national et international sont assurées par environ 3700 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes. Mission Euro-Information gère l’ensemble des processus liés aux comptes courants ouverts à la clientèle du groupe.  Ces processus s’intègrent dans le domaine informatique « comptes courants » répartis sur 4 équipes différentes gérant : Les comptes :ouverture,clôture, récolte et restitution des informations, visualisation, la mise en place de nouveaux produits, gestion des comptes financiers et de comptes techniques. Les lignes de crédit : mise en place de découverts et de leur facturation, résiliation et gestion de la réglementation, crédits d’exploitation Le process de calcul des agios et des commissions de comptes :constitution des échelles de soldes, calcul des intérêts débiteurs et créditeurs, prise de commissionset frais, calcul de la fiscalité, envoi des factures, gestion des fusions de comptes, participation aux frais de traitements. Des produits et services annexes : prêts à courts termes, épargne crédit, bonification de comptes, gestion des dettes, Retour à meilleur fortune, console de suivi  Les applicatifs permettant la gestion des comptes s’articulent autour de trois axes principaux: Des applicatifs intranet de type back-office, mis à disposition des chargés de clientèle des agences bancaires Des applications internet et mobile, misesà disposition des clients leur permettant d’accéder à leurs données bancaires et aux services de gestion de leurs comptes. De traitements batch nocturnes permettant la gestion des produits,le fonctionnement comptable et financier des banques. Rattaché au responsable de l’équipe Agios/lignes/comptes nous vous proposons de prendre en charge l’analyse et le développement de travaux d’évolution et de maintenance corrective. Vous travaillerez en équipe et participerez aux expressions de besoins et qualifications applicatives avec notre maîtrise d’ouvrage.  Vos missions recouvrent les aspects suivants : Participation à la définition des solutions mises en place Rédaction de spécifications fonctionnelles détaillées Rédaction de spécifications techniques, développement et tests unitaires des applications, dans le respect des normes internes et des bonnes pratiques Rédaction et déroulement de scénarios de tests de non régression Respect de la qualité et de la performance des livrables, ainsi que du planning fixé en s’appuyant sur le système de management de la qualité du groupe. Amélioration continue et suivi de la production Profil Titulaire d’un bac+4/+5, vous avez une expérience significative de développement dans les environnements Unix et/ou Windows. La pratique du langage COBOL est un plus. Les formations en interne vous permettront d’acquérir ou de parfaire ces connaissances. Motivé et curieux, vous êtes réactif, à l’écoute de vos interlocuteurs et savez être force de proposition. Autonome, vous êtes organisé et soucieux des bonnes pratiques. Vous faites preuves d’un bon esprit de synthèse et d’analyse. Vous avez une réelle aptitude à communiquer en vous adaptant à vos interlocuteurs (Métier, technique, client, etc.). Vous aimez travailler en équipe et attachez une grande importance aux bonnes qualités relationnelles. Par ces qualités, vous saurez contribuer à la bonne ambiance de votre équipe. Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse Informations complémentaires Le poste basé à Strasbourg est à pourvoir en CDI immédiatement.  STRASBOURG (67000) - BAS-RHIN | CDI | Niveau de formation : BAC + 4 validé, BAC + 5 validé ou en cours | Niveau d'expérience : non renseigné | Métier : Informatique : Etudes & Développements - Analyste développeur et/ou Développeur, Informatique Euro Information Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
6,EXPERT FINANCIER EN RISQUES DE MODELES DE MARCHE - H/F,La Banque de France,,"Présentation de la Direction générale  La Banque de France recrute un Expert financier en risques de modèle de marché (H/F) pour conforter ses équipes. La Direction Générale de la Stabilité financière et des Opérations (DGSO) exerce une grande partie de ses activités dans le cadre de l'Eurosystème : mise en œuvre de la politique monétaire, conduite des opérations de change, gestion des réserves, promotion du bon fonctionnement des systèmes de paiement, stabilité financière sont autant de domaines dans lesquels la DGSO est un acteur majeur.  Présentation du Service  Le Centre de Modélisations Analytiques (CMA) du pôle de stabilité financière a pour mission d’améliorer la couverture analytique et la capacité de simulation de la Banque de France et de l’ACPR dans le domaine de la stabilité financière, via la mise à disposition de scénarios adverses, de modèles analytiques et en veillant au renforcement de la robustesse de l’outillage dédié à ces projections financières.  Descriptif de mission  Au sein d’une équipe d’une dizaine de personnes fonctionnant en mode projet en lien avec les équipes concernées de la Banque de France et de l’ACPR, vous intervenez en tant que spécialiste dans la validation des modèles de risques de marché. Pour cela, vous : identifiez des scénarios adverses et plausibles au système financier français et européen, en employant des techniques quantitatives et innovantes fondées sur des indicateurs avancés de crise, en intégrant de nouvelles dimensions, notamment le comportement des agents économiques; développez et documentez des stress-tests quantitatifs à court, moyen et long terme, afin de renforcer les outils pour mesurer de manière cohérente les vulnérabilités ; suivez les travaux méthodologiques dédiés dans les instances européennes et internationales spécialisées dans l’élaboration des stress-tests, et plus généralement la modélisation de scénarios adverses au système financier dans son ensemble, de leur incidence sur ses différentes composantes.  Profil recherché  Diplômé(e) d'une école d’ingénieur, de commerce ou équivalent universitaire de niveau bac+5, vous justifiez d’une expérience professionnelle d’au moins 10 ans en validation des modèles de risques de marché dans le secteur de la banque ou de l’assurance, acquise soit au sein d’un établissement, en particulier dans une fonction « Risque » ou audit, soit en cabinet d’audit ou de conseil. Vous possédez une solide connaissance des modèles financiers et économiques, ainsi que de la réglementation prudentielle des banques et/ou des assurances et êtes habitué aux débats contradictoires sur ces sujets. Doté(e) d’un bon relationnel, vous appréciez évoluer au sein d’une équipe et savez vulgariser vos travaux auprès de différents interlocuteurs afin de défendre votre point de vue. Vous avez une appétence pour l’encadrement de profils techniques et la transmission de savoir, êtes à l’aise dans la rédaction de documents et de notes de synthèse. Votre maîtrise de l’anglais doit vous permettre de communiquer à l’écrit et à l’oral aisément. Enfin, une bonne connaissance des outils et langages de programmation de type Matlab, Python et R sera un atout. La Banque de France est une institution socialement responsable, attachée à la diversité de ses personnels. Des aménagements de poste peuvent être organisés pour tenir compte des handicaps des personnes recrutées. il y a 12 jours - Continuer pour postuler Signaler l'offre"
7,Chargé(e) de clientèle Assurance & Banque,AXA ASSURANCE MONTPELLIER,22 000 € - 30 000 € par an,"Nous recherchons un collaborateur commercial sédentaire expérimenté (10 ans d'expérience minimum obligatoire dans le secteur des assurances et/ou de la banque), qui a pour mission principale de développer, dans le cadre d'objectifs fixés, le chiffre d'affaires de l'agence générale d'assurance par ses actions commerciales. Ses principales activités sont : la réalisation d'études de marché et la préparation des actions commerciales ; l'exploitation du portefeuille client (démarche téléphonique, suivi, relance...) la prospection d'un secteur géographique, d'une population définie ; la présentation et l'argumentation des offres en assurances de biens et personnes, et bancaires ; la contractualisation dans la limite de ses délégations ; le suivi et la relance de ses clients. De plus, une part d'activités de gestion relève également de cet emploi : l'établissement et la gestion des contrats d'assurances ; la gestion des sinistres ; le secrétariat lié aux activités décrites ci-dessus ; toute forme d'assistance à l'agent dans son activité commerciale. Formation requise : bac minimum. Compétences : Définir les besoins en assurance d'un client Développer un portefeuille clients et prospects Produits d'assurance Incendie, Accidents, Risques Divers (IARD) Produits d'assurance prévoyance Produits d'assurance santé Proposer des produits d'assurance à un client Proposer un service, produit adapté à la demande client Rassembler les justificatifs et transmettre la proposition d'assurance pour décision Techniques commerciales Techniques de vente Traiter l'information (collecter, classer et mettre à jour) Assurer le suivi d'un portefeuille de partenaires Caractéristiques des produits financiers Produits d'assurance retraite Produits d'assurance vie Produits d'assurance épargne Promouvoir un produit financier auprès d'une clientèle Réaliser une activité nécessitant la certification AMF (Autorité des Marchés Financiers) Rédiger un contrat d'assurance Réglementation des produits d'assurances. La prise de fonction est prévue pour le 1er septembre 2021. Type d'emploi : Temps plein, CDI Salaire : 22 000,00€ à 30 000,00€ par an Formation: Bac +2 (BTS, DUT, DEUG) (Optionnel) Expérience: Banque assurance: 10 ans (Exigé) Disponibilité: Travail en journée (Exigé) Télétravail: Non Précautions contre le COVID-19: Équipement de protection individuel fourni ou requis Protection en plastique sur les postes de travail Entretiens virtuels il y a 2 jours Signaler l'offre"
8,Téléconseiller F/H,Groupe Covéa,27 090 € par an,"Téléconseiller F/H    Rejoignez une équipe de 12 collaborateurs au sein du centre de relations client à distance MAAF de Bordeaux et participez au développement du portefeuille clients et de l’entreprise au service de la satisfaction des clients et de la réussite de l’équipe.  Votre mission ? Accueillir au téléphone, conseiller, fidéliser, convaincre, vendre ! Vous commercialisez une gamme diversifiée de produits et services d’assurances (auto, habitation, épargne- assurance vie, santé, prévoyance, crédit…), auprès de nos clients sociétaires et prospects (particuliers et/ou les professionnels). Vous trouverez du rythme dans vos activités, de la diversité dans les échanges et du challenge au quotidien !  Et concrètement ? Accueillir les appels des sociétaires et prospects Détecter et comprendre les besoins, informer et apporter un conseil pertinent Analyser le risque assurable Proposer et vendre les produits adaptés à leurs profils et besoins (vente directe, prise de rendez-vous pour les conseillers des agences) Répondre aux demandes de devis et aux mails déposés sur internet par les clients et prospects  Afin de vous accompagner dans votre intégration, nous vous apportons une formation initiale à nos techniques commerciales, aux produits et à nos outils informatiques.  Spécificités : Horaires : 35h hebdomadaires sur une amplitude 8h30-20h du lundi au vendredi et 8h30-17h le samedi (avec une heure de coupure déjeuner). Les plannings sont connus plusieurs semaines à l’avance et une rotation est effectuée entre les conseillers (tous les samedis ne sont pas travaillés). Rémunération : Salaire fixe à 27 090 € brut annuel + primes sur objectifs + Intéressement/participation + majoration de la rémunération sur les samedis travaillés Congés : 31 jours de congés payés + RTT  Encore une hésitation sur les atouts de ce poste ? Contacts diversifiés Challenges au quotidien Travail collectif / collaboratif Rôle clé dans le parcours du client  Et si c'était vous ?  Formation Bac+2 (Commerce/vente, Banque/Assurance,…) et/ou 1ère expérience commerciale Adaptabilité et réactivité Qualités d’écoute et sens du service client Sens commercial développé, force de conviction Esprit d’équipe La connaissance des produits d’assurance est un plus Aisance au téléphone et dans la manipulation des nouvelles technologies de communication (mail, chat...)    Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ? Covéa , c’est un groupe d’assurances puissant réunissant trois marques complémentaires (MAAF, MMA, GMF). C’est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l’assurance .  Alors, envie de construire le futur ? Rejoignez-nous. il y a 8 jours - Continuer pour postuler Signaler l'offre"
9,Téléconseiller H/F - BE5528,PRO BTP GROUPE,,"Notre offre Référence de l'offre BE5528 - Mise en ligne le 29 mars 2021 Famille de métiers : Développement Sous-famille de métiers : Appui vente Métier : Téléconseiller Contrat : CDD Lieu : Lyon - 69009 Nous recherchons pour notre Direction Régionale Rhône-Alpes Bourgogne Auvergne, un(e) :  Téléconseiller H/F  CDD jusqu'à juin, basé à Lyon Vos missions : Vous assurez le traitement de l'accueil téléphonique de nos adhérents conformément à la chartre téléphonique, Vous informez, conseillez et répondez à leurs questions concernant les contrats santé et prévoyance, Vous êtes le garant de la relation client, apportez une valeur ajoutée supplémentaire et élargissez les échanges avec nos adhérents au delà de la demande initiale en les accompagnant dans leur expression d'un besoin, d'une demande d'aide ou de conseil. Afin de faciliter votre intégration vous bénéficierez d'un parcours de formations au sein de notre Campus interne de formation et d’un accompagnement. Formation : Vous êtes impérativement diplômé(e), d’un Bac + 2, idéalement BTS Finance, Banque, Assurance et Immobilier, et bénéficiez d’une première expérience de télé conseiller(ère) ou en gestion assurance.  Expérience : A l'écoute de nos clients, vous avez un goût réel pour l'accueil, le sens de l’écoute et le contact téléphonique. Vous êtes doté(e) d’une réelle aisance relationnelle et d’une parfaite maîtrise de l’expression écrite et orale. Acteur de la satisfaction de nos clients, vous possédez un excellent de la relation clientèle. Votre esprit d’équipe et votre implication vous permettront de vous épanouir dans vos missions.  Plus qu’un Job, une Mission ! Ce poste de Téléconseiller H/F vous intéresse ? N’hésitez plus et envoyez votre candidature En cliquant sur Je postule à cette annonce ! il y a 23 jours - Continuer pour postuler Signaler l'offre"
